Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
Scratch the Surface,Sick Of It All,Nonstop, 1994,165720,4,0.348,0.988,7,-3.108,0,0.0962,0.00000329,0.13,0.134,0.573,170.835,40
Step Down,Sick Of It All,Scratch the Surface, 1997,189026,4,0.371,0.839,4,-8.257,0,0.0613,0.0000232,0.311,0.44,0.544,88.979,42
Something Else,Sid Vicious,Live at the Electric Ballroom - Camden 1978, 1978,127293,4,0.472,0.703,9,-5.636,0,0.0388,0.0744,0.0677,0.369,0.961,153.569,28
Arabian Knights,Siouxsie and the Banshees,Juju, 1980,185946,4,0.429,0.852,4,-7.666,0,0.0467,0.00144,0.0132,0.659,0.384,128.486,52
Christine,Siouxsie and the Banshees,Kaleidoscope (Remastered & Expanded), 1980,179600,4,0.687,0.729,7,-8.112,0,0.0675,0.134,0.0000518,0.0977,0.382,74.886,49
Cities In Dust,Siouxsie and the Banshees,Tinderbox, 1985,231573,4,0.561,0.974,6,-5.178,1,0.113,0.0572,0,0.244,0.337,120.297,58
Happy House,Siouxsie and the Banshees,Kaleidoscope (Remastered & Expanded), 1980,231706,4,0.543,0.705,7,-8.062,1,0.0465,0.0111,0.188,0.237,0.334,119.252,54
Hong Kong Garden,Siouxsie and the Banshees,The Scream, 1978,175906,4,0.614,0.721,0,-8.962,1,0.0322,0.000642,0.0817,0.167,0.708,146.629,56
Icon,Siouxsie and the Banshees,Join Hands, 1986,326386,4,0.424,0.347,9,-9.05,1,0.03,0.0748,0.743,0.537,0.224,126.286,28
Melt,Siouxsie and the Banshees,A Kiss In The Dreamhouse, 1988,227506,3,0.276,0.778,4,-4.491,0,0.0443,0.014,0.0000932,0.221,0.332,115.961,37
Peek-A-Boo,Siouxsie and the Banshees,Peepshow (Remastered And Expanded), 1988,192813,4,0.825,0.684,2,-8.6,1,0.256,0.444,0,0.106,0.622,105.207,44
Spellbound,Siouxsie and the Banshees,Juju, 1981,197013,4,0.415,0.853,7,-11.098,1,0.038,0.0107,0.000499,0.536,0.302,148.494,61
The Killing Jar,Siouxsie and the Banshees,Peepshow (Remastered And Expanded), 1988,245146,4,0.587,0.762,5,-6.507,1,0.0344,0.483,0.0000945,0.178,0.527,140.439,33
Bad Luck,Social Distortion,Somewhere Between Heaven And Hell, 1990,264973,4,0.551,0.936,1,-6.654,1,0.049,0.0202,0.00000204,0.211,0.519,124.748,42
Ball and Chain,Social Distortion,Social Distortion, 1990,343066,4,0.435,0.911,1,-9.2,1,0.0428,0.0365,0.00119,0.152,0.37,134.949,51
Don't Drag Me Down,Social Distortion,White Light White Heat White Trash, 1996,230066,4,0.328,0.957,8,-2.568,1,0.0787,0.0000047,0.437,0.0551,0.515,181.957,50
Highway 101,Social Distortion,"Sex, Love And Rock 'N' Roll", 1988,224546,4,0.445,0.955,5,-3.591,0,0.0725,0.0000222,0.0274,0.231,0.382,129.817,41
I Was Wrong,Social Distortion,White Light White Heat White Trash, 1996,237573,4,0.413,0.984,3,-3.404,1,0.0472,0.000434,0.0155,0.0939,0.405,122.024,48
Mommy's Little Monster,Social Distortion,Mommy's Little Monster, 1983,212697,4,0.151,0.851,2,-8.592,1,0.0496,0.000248,0,0.147,0.471,179.077,45
Prison Bound,Social Distortion,Prison Bound, 1988,324933,4,0.375,0.959,6,-6.278,1,0.0585,0.000781,0.00000212,0.13,0.383,128.868,40
Ring of Fire,Social Distortion,Social Distortion, 1990,230773,4,0.336,0.942,5,-9.252,0,0.0492,0.0114,0.0291,0.0833,0.703,179.874,52
Story of My Life,Social Distortion,Social Distortion, 1990,346333,4,0.328,0.884,6,-7.982,1,0.0338,0.0676,0.0166,0.327,0.686,201.868,58
100%,Sonic Youth,Dirty, 1992,149360,4,0.448,0.88,7,-9.894,1,0.0581,0.00146,0.005,0.41,0.404,117.033,46
Bull In The Heather,Sonic Youth,"Experimental Jet Set, Trash And No Star", 1994,184866,4,0.642,0.619,7,-12.73,1,0.0378,0.103,0.32,0.238,0.423,129.043,50
Dirty Boots,Sonic Youth,Goo, 1990,328560,4,0.314,0.665,11,-13.868,0,0.039,0.208,0.216,0.0751,0.182,141.906,48
I Love You Mary Jane,Sonic Youth,Judgment Night, 1992,229266,4,0.644,0.271,1,-16.505,1,0.0768,0.00235,0.452,0.546,0.265,79.391,48
Kool Thing,Sonic Youth,Goo, 1990,246333,4,0.262,0.82,7,-11.621,1,0.0428,0.0103,0.0914,0.101,0.254,155.197,56
Schizophrenia,Sonic Youth,Sister, 1987,278400,4,0.356,0.696,2,-11.461,1,0.0366,0.19,0.867,0.104,0.562,134.66,52
Sugar Kane,Sonic Youth,Dirty, 1992,357693,4,0.345,0.913,7,-5.346,1,0.0471,0.0000646,0.708,0.0756,0.357,134.965,46
Superstar,Sonic Youth,If I Were A Carpenter, 1986,246000,4,0.317,0.498,5,-9.137,0,0.0315,0.0515,0.306,0.121,0.141,84.563,54
Teen Age Riot (Album Version),Sonic Youth,Daydream Nation (Deluxe Edition), 1988,417800,4,0.286,0.907,7,-9.67,1,0.0374,0.000277,0.202,0.0837,0.746,156.395,58
The Diamond Sea - Radio Edit,Sonic Youth,The Diamond Sea, 1994,328781,4,0.397,0.561,2,-11.601,1,0.0332,0.0741,0.0077,0.153,0.289,111.8,33
Alternative Ulster,Stiff Little Fingers,Inflammable Material, 1978,163880,4,0.439,0.971,11,-5.855,0,0.177,0.0148,0.0000134,0.255,0.24,118.369,50
Barbed Wire Love,Stiff Little Fingers,Inflammable Material, 1980,212093,3,0.27,0.741,9,-7.654,1,0.0515,0.000815,0.0000761,0.0779,0.699,174.908,35
"Gotta get away - Live, Düsseldorf, 1989",Stiff Little Fingers,"Live At Rockpalast (Live, Düsseldorf, 1989)", 1989,248333,4,0.173,0.936,2,-6.732,0,0.0432,0.000629,0.00319,0.469,0.604,170.25,1
Law and Order,Stiff Little Fingers,Inflammable Material, 1980,193840,4,0.419,0.94,9,-7.197,1,0.0386,0.000242,0.0216,0.148,0.933,92.015,23
Nobody's Hero,Stiff Little Fingers,Nobody's Heroes, 1980,249626,4,0.222,0.939,2,-9.012,1,0.0775,0.00000731,0.00145,0.238,0.557,198.917,31
Suspect Device,Stiff Little Fingers,Inflammable Material, 1978,155960,4,0.241,0.943,4,-6.381,1,0.0566,0.000737,0.0269,0.349,0.93,187.71,45
Tin Soldiers,Stiff Little Fingers,Nobody's Heroes, 1980,287266,4,0.267,0.775,9,-10.654,1,0.0711,0.000657,0.0000984,0.141,0.341,174.546,31
White Noise,Stiff Little Fingers,Inflammable Material, 1980,117773,4,0.228,0.846,7,-8.148,1,0.0769,0.000013,0.38,0.401,0.462,135.697,23
All Gone Dead,Subhumans,The Day the Country Died, 1982,113893,4,0.361,0.974,2,-12.386,1,0.328,0.00572,0.00000477,0.935,0.0659,98.234,30
Apathy,Subhumans,Worlds Apart, 1982,163266,4,0.386,0.908,9,-4.634,0,0.131,0.00852,0,0.339,0.515,104.101,31
Ashtray Dirt,Subhumans,The Day the Country Died, 1983,82600,4,0.219,0.941,4,-12.325,0,0.0705,0.0037,0.00000357,0.195,0.315,138.31,30
Black and White,Subhumans,The Day the Country Died, 1982,217000,4,0.27,0.903,2,-12.262,1,0.129,0.00371,0.00000305,0.114,0.0548,93.033,20
I Don't Wanna Die,Subhumans,The Day the Country Died, 1982,89373,4,0.183,0.94,11,-11.864,0,0.0991,0.0022,0.00438,0.404,0.22,169.618,32
Mickey Mouse Is Dead,Subhumans,The Day the Country Died, 1982,164200,4,0.343,0.94,1,-10.995,0,0.0895,0.00135,0,0.0697,0.547,167.649,44
Reality Is Waiting for a Bus,Subhumans,From the Cradle to the Grave, 1982,134800,4,0.395,0.995,4,-2.675,1,0.214,0.0932,0,0.493,0.271,93.853,17
Religious Wars,Subhumans,EP Lp, 1982,145533,4,0.317,0.924,11,-10.663,0,0.0719,0.0063,0.00000408,0.657,0.216,98.002,38
Subvert City,Subhumans,The Day the Country Died, 1982,254666,4,0.179,0.914,11,-12.242,0,0.138,0.0553,0,0.36,0.0395,173.744,26
Work-Rest-Play-Die,Subhumans,Time Flies but Aeroplanes Crash + Rats, 1983,172866,4,0.317,0.812,1,-6.613,1,0.305,0.245,0,0.137,0.339,169.234,28
Cyco Vision,Suicidal Tendencies,Freedumb, 1987,109306,4,0.282,0.996,9,-3.991,1,0.274,0.00668,0,0.0674,0.323,185.423,59
How Will I Laugh Tomorrow,Suicidal Tendencies,How Will I Laugh Tomorrow When I Can't Even Smile Today, 1988,403400,4,0.251,0.803,9,-12.197,0,0.0423,0.0131,0.0000529,0.163,0.544,100.454,39
I Saw Your Mommy...,Suicidal Tendencies,Suicidal Tendencies, 1986,292800,4,0.32,0.715,4,-8.86,1,0.0536,0.00704,0,0.338,0.771,95.547,40
Institutionalized,Suicidal Tendencies,Suicidal Tendencies, 1983,229960,3,0.358,0.804,0,-8.534,1,0.302,0.0404,0,0.111,0.625,91.842,56
Nobody Hears,Suicidal Tendencies,The Art Of Rebellion, 1986,332333,4,0.558,0.877,9,-8.274,1,0.0559,0.000226,0.0015,0.0694,0.377,116.983,42
Send Me Your Money,Suicidal Tendencies,Lights...Camera...Revolution, 1987,202160,1,0.409,0.73,9,-11.394,0,0.0937,0.0000706,0.0000488,0.33,0.717,105.827,43
Subliminal,Suicidal Tendencies,Suicidal Tendencies, 1986,188133,4,0.467,0.885,9,-8.226,0,0.0446,0.0181,0,0.364,0.452,94.397,53
Trip at the Brain,Suicidal Tendencies,How Will I Laugh Tomorrow When I Can't Even Smile Today, 1988,271373,4,0.299,0.914,4,-12.181,0,0.048,0.00106,0.0119,0.102,0.637,103.469,42
War Inside My Head,Suicidal Tendencies,Join The Army, 1986,230640,4,0.356,0.943,2,-9.191,1,0.0887,0.00901,0,0.372,0.317,89.789,47
You Can't Bring Me Down,Suicidal Tendencies,Lights...Camera...Revolution, 1988,348093,4,0.272,0.958,0,-10.797,1,0.381,0.00195,0.0000463,0.0915,0.0382,136.867,53
Abolish Government/Silent Majority,T.S.O.L.,T.S.O.L. / Weathered Statues, 1981,119306,4,0.436,0.924,4,-6.015,1,0.0797,0.00603,0,0.278,0.448,117.426,46
Code Blue,T.S.O.L.,Dance With Me, 1981,128906,4,0.192,0.983,7,-2.85,1,0.097,0.00601,0,0.397,0.339,136.36,45
Flowers by the Door,T.S.O.L.,Change Today?, 1981,182666,4,0.325,0.882,11,-5.766,0,0.0961,0.0034,0.0268,0.223,0.665,159.068,44
Red Shadows,T.S.O.L.,Change Today?, 1981,226493,4,0.28,0.752,4,-4.953,0,0.0378,0.00272,0.165,0.403,0.326,95.136,34
Sounds of Laughter,T.S.O.L.,Dance With Me, 1981,206093,4,0.264,0.973,6,-4.782,1,0.15,0.000814,0.00101,0.254,0.0575,111.531,32
Superficial Love,T.S.O.L.,T.S.O.L. / Weathered Statues, 1981,78760,4,0.488,0.843,0,-5.195,1,0.0688,0.00108,0,0.504,0.682,114.954,44
Wash Away,T.S.O.L.,Beneath The Shadows, 1981,224800,4,0.166,0.806,5,-12.591,1,0.0436,0.000254,0.000574,0.0935,0.404,187.414,28
1880 Or So,Television,Television, 1978,221840,4,0.67,0.594,6,-12.591,1,0.0277,0.209,0.171,0.0713,0.205,134.93,39
Call Mr. Lee,Television,Television, 1978,256240,4,0.672,0.649,4,-10.486,0,0.0377,0.0141,0.04,0.0758,0.666,113.761,26
Elevation,Television,Marquee Moon, 1978,305266,4,0.531,0.588,9,-10.215,0,0.0289,0.15,0.295,0.081,0.66,110.366,36
Friction,Television,Marquee Moon, 1978,283626,4,0.576,0.781,4,-8.6,1,0.0479,0.00237,0.194,0.468,0.723,121.197,39
Glory - 2003 Remaster,Television,Adventure, 2003,191453,4,0.666,0.947,9,-6.636,0,0.101,0.56,0.00976,0.0477,0.777,124.662,29
Little Johnny Jewel - Parts 1 & 2,Television,Marquee Moon / Adventure / Live at the Waldorf: The Complete Elektra Recordings Plus Liner Notes, 1975,426080,4,0.573,0.729,11,-8.207,0,0.0423,0.0575,0.139,0.0948,0.568,121.353,24
Marquee Moon,Television,Marquee Moon, 1977,638426,4,0.49,0.536,7,-10.83,1,0.0382,0.0391,0.371,0.116,0.732,118.008,50
See No Evil,Television,Marquee Moon, 1977,232960,4,0.398,0.782,7,-7.944,1,0.0322,0.0224,0.0684,0.0912,0.806,144.965,47
Torn Curtain,Television,Marquee Moon, 1978,416506,4,0.463,0.465,4,-11.655,0,0.0342,0.112,0.0279,0.165,0.306,110.189,32
Venus,Television,Marquee Moon, 1978,229026,4,0.55,0.631,0,-11.493,1,0.0385,0.000898,0.18,0.0503,0.908,114.553,44
Chinese Takeaway,The Adicts,Sound of Music, 1981,162653,4,0.545,0.948,2,-5.461,0,0.0475,0.066,0.0095,0.105,0.791,104.376,31
Viva La Revolution,The Adicts,Viva La Revolution, 1981,228746,4,0.501,0.737,11,-7.183,1,0.0328,0.00835,0.00000238,0.0713,0.965,103.386,42
Bored Teenagers,The Adverts,Crossing the Red Sea, 1978,104613,3,0.247,0.942,9,-7.189,0,0.127,0.0139,0.0000537,0.0772,0.835,176.096,29
Gary Gilmore's Eyes,The Adverts,Crossing the Red Sea, 1978,136959,4,0.417,0.598,4,-6.08,0,0.0476,0.035,0.0000048,0.416,0.782,157.935,37
Great British Mistake,The Adverts,Crossing the Red Sea, 1978,228106,4,0.154,0.984,7,-6.573,1,0.135,0.0164,0.0077,0.247,0.308,168.703,17
New Boys,The Adverts,The Wonders Don't Care, 1979,200159,4,0.361,0.5,2,-15.275,1,0.145,0.0000185,0.0001,0.0691,0.602,172.109,0
New Church,The Adverts,Crossing the Red Sea, 1979,145946,4,0.22,0.944,11,-6.514,0,0.135,0.00712,0.00411,0.0671,0.461,174.149,21
No Time to Be 21,The Adverts,Crossing the Red Sea, 1978,156479,4,0.332,0.849,0,-6.094,1,0.105,0.00962,0.00000592,0.136,0.71,162.123,26
On the Roof,The Adverts,Crossing the Red Sea, 1978,181093,4,0.331,0.657,9,-6.709,1,0.0631,0.135,0.039,0.0763,0.417,87.971,15
One Chord Wonders,The Adverts,Crossing the Red Sea, 1977,168986,4,0.128,0.959,2,-6.338,1,0.0894,0.00245,0.0621,0.0616,0.244,171.943,32
The Adverts,The Adverts,Cast of Thousands, 1978,186719,4,0.384,0.98,11,-2.463,0,0.168,0.017,0.00000484,0.149,0.373,153.029,12
Better Things,The Bouncing Souls,The Gold Record, 1999,207026,4,0.439,0.966,2,-2.641,1,0.0693,0.00815,0.00000721,0.148,0.607,166.976,27
East Coast Fuck You,The Bouncing Souls,The Bouncing Souls, 1999,60960,4,0.384,0.996,4,-3.684,0,0.123,0.00299,0.00000827,0.334,0.304,82.367,23
Gone,The Bouncing Souls,How I Spent My Summer Vacation, 1999,247106,4,0.29,0.88,1,-5.242,1,0.0477,0.0017,0.0000285,0.636,0.427,164.252,36
Manthem,The Bouncing Souls,How I Spent My Summer Vacation, 1999,188973,4,0.524,0.986,2,-2.865,1,0.0634,0.0000944,0.000214,0.0772,0.724,94.348,46
Ole,The Bouncing Souls,Hopeless Romantic, 1999,184293,4,0.33,0.833,7,-6.507,1,0.0768,0.0491,0,0.687,0.553,128.329,38
Sing Along Forever,The Bouncing Souls,Anchors Aweigh, 1999,95506,4,0.592,0.964,0,-3.672,1,0.0816,0.00912,0,0.27,0.585,101.252,40
The Gold Song,The Bouncing Souls,The Gold Record, 1999,196466,4,0.595,0.99,7,-2.89,1,0.0668,0.00213,0,0.0406,0.555,111.935,37
True Believers,The Bouncing Souls,How I Spent My Summer Vacation, 1999,150293,4,0.237,0.981,0,-4.32,1,0.0989,0.000296,0.0000381,0.202,0.475,98.181,50
Bikini Girls with Machine Guns,The Cramps,Stay Sick!, 1981,197773,4,0.508,0.945,9,-6.639,0,0.081,0.0968,0.0000599,0.127,0.513,110.833,41
Can Your Pussy Do the Dog?,The Cramps,Rockinnreelininaucklandnewzealandxxx, 1981,218493,4,0.17,0.975,0,-3.752,1,0.136,0.0137,0.00000286,0.864,0.239,149.254,13
Fever,The Cramps,Off The Bone, 1981,259040,4,0.674,0.331,2,-11.389,1,0.0378,0.699,0.493,0.0982,0.436,111.611,39
Garbageman,The Cramps,Songs The Lord Taught Us, 1981,217026,4,0.56,0.966,11,-9.498,0,0.0634,0.0425,0.0967,0.168,0.389,138.874,40
Goo Goo Muck,The Cramps,Psychedelic Jungle, 1981,186038,4,0.583,0.767,4,-11.38,0,0.0296,0.288,0.0789,0.0606,0.736,141.683,63
Human Fly,The Cramps,Off The Bone, 1978,136426,4,0.532,0.849,9,-10.754,1,0.111,0.0399,0.00763,0.186,0.305,119.516,56
I Was A Teenage Werewolf - Remastered,The Cramps,Songs The Lord Taught Us, 2006,183866,4,0.412,0.601,2,-10.493,1,0.0536,0.000866,0.0466,0.321,0.49,114.537,50
Psychotic Reaction,The Cramps,Smell of Female, 1981,234733,4,0.25,0.988,11,-5.754,1,0.13,0.0198,0.526,0.668,0.161,131.484,24
She Said,The Cramps,Off The Bone, 1981,197040,4,0.73,0.807,4,-7.207,1,0.272,0.119,0.00505,0.0527,0.68,122.325,28
Surfin' Bird,The Cramps,Off The Bone, 1981,307893,4,0.37,0.962,4,-7.738,1,0.15,0.0304,0.803,0.17,0.627,105.055,32
Curtain Call,The Damned,The Black Album, 1985,1034666,4,0.288,0.327,2,-10.948,1,0.0482,0.0325,0.692,0.372,0.0376,177.401,19
Eloise,The Damned,The Light At The End Of The Tunnel, 1985,308000,4,0.271,0.674,11,-10.18,1,0.0374,0.191,0.00000262,0.247,0.413,142.823,39
Grimly Fiendish,The Damned,Phantasmagoria, 1985,229600,4,0.694,0.514,2,-12.33,1,0.0264,0.38,0.0000713,0.131,0.581,135.949,32
I Just Can't Be Happy Today,The Damned,Machine Gun Etiquette, 1985,223253,4,0.342,0.911,2,-8.806,1,0.0784,0.0113,0.002,0.283,0.433,147.734,30
Love Song,The Damned,Machine Gun Etiquette, 1979,141944,4,0.299,0.927,9,-8.237,0,0.132,0.00132,0.195,0.521,0.192,138.16,39
Neat Neat Neat,The Damned,Damned Damned Damned (Bonus Tracks Version), 1977,163346,4,0.439,0.87,1,-8.388,0,0.0585,0.00365,0,0.0672,0.538,88.157,48
New Rose,The Damned,Damned Damned Damned (Bonus Tracks Version), 1976,164013,4,0.192,0.967,1,-7.718,0,0.108,0.00535,0.0000409,0.294,0.245,173.847,40
Plan 9 Channel 7,The Damned,Machine Gun Etiquette, 1980,308586,4,0.203,0.953,0,-8.589,1,0.0843,0.00647,0.0913,0.431,0.222,158.778,29
Smash It Up - Pts. 1 & 2,The Damned,Machine Gun Etiquette, 1979,313720,4,0.259,0.762,7,-9.161,1,0.0598,0.0541,0.0265,0.0817,0.261,165.824,37
The Shadow Of Love,The Damned,Phantasmagoria, 1985,229960,4,0.483,0.6,5,-11.83,1,0.0323,0.159,0.299,0.521,0.655,109.925,42
Beach Song,The Dead Milkmen,Big Lizard In My Backyard, 1985,119773,4,0.493,0.711,7,-10.725,1,0.387,0.184,0,0.111,0.601,90.794,24
Big Lizard,The Dead Milkmen,Big Lizard In My Backyard, 1985,119373,4,0.39,0.855,0,-11.909,1,0.0722,0.00666,0.00233,0.13,0.711,187.611,35
Bitchin' Camaro,The Dead Milkmen,Big Lizard In My Backyard, 1985,181066,4,0.552,0.494,0,-11.823,1,0.44,0.595,0.0000839,0.0561,0.817,155.138,38
I Walk The Thinnest Line,The Dead Milkmen,Beelzebubba, 1985,129933,4,0.577,0.745,0,-11.37,1,0.0563,0.00643,0,0.117,0.786,122.948,24
Instant Club Hit (You'll Dance to Anything),The Dead Milkmen,Bucky Fellini, 1985,217626,4,0.836,0.483,11,-11.87,0,0.156,0.00131,0.0000295,0.664,0.599,114.031,18
Punk Rock Girl,The Dead Milkmen,Beelzebubba, 1988,158333,4,0.554,0.694,2,-11.586,0,0.0394,0.00848,0,0.428,0.933,129.531,46
Right Wing Pigeons,The Dead Milkmen,Big Lizard In My Backyard, 1985,141373,4,0.678,0.691,1,-10.813,1,0.114,0.00558,0.00000403,0.0978,0.665,127.724,21
Serrated Edge,The Dead Milkmen,Big Lizard In My Backyard, 1985,119440,4,0.313,0.842,4,-12.449,1,0.104,0.0351,0.00762,0.114,0.787,193.552,30
Stuart,The Dead Milkmen,Beelzebubba, 1985,140200,3,0.546,0.655,5,-11.305,1,0.0732,0.0581,0,0.216,0.854,129.298,31
Takin' Retards to the Zoo,The Dead Milkmen,Big Lizard In My Backyard, 1985,48440,4,0.563,0.578,0,-12.718,1,0.116,0.572,0,0.0736,0.752,120.646,25
Banana Splits (The Tra La La Song) [as heard in the movie Kick Ass],The Dickies,Banana Splits (The Tra La La Song), 1980,102150,4,0.441,0.956,9,-4.547,1,0.104,0.0421,0.0000232,0.325,0.874,108.538,26
Eve Of Destruction,The Dickies,The Incredible Shrinking Dickies (Expanded Version), 1980,122200,4,0.521,0.989,9,-9.929,1,0.0445,0.000362,0,0.308,0.54,100.482,29
Gigantor,The Dickies,Punk Singles Collection, 1980,150120,4,0.433,0.9,9,-9.412,1,0.0358,0.000499,0.000486,0.146,0.471,107.755,16
Give It Back,The Dickies,The Incredible Shrinking Dickies (Expanded Version), 1980,102293,4,0.148,0.933,0,-8.528,1,0.0643,0.000269,0.000216,0.261,0.464,204.369,32
Killer Klowns,The Dickies,Killer Klowns From Outer Space, 1980,275920,4,0.331,0.907,0,-3.262,0,0.0558,0.0225,0.000016,0.118,0.16,134.361,47
Manny Moe And Jack,The Dickies,Dawn Of The Dickies, 1980,170173,4,0.274,0.961,9,-6.432,1,0.0409,0.0138,0.0000738,0.389,0.822,190.216,30
Nights In White Satin,The Dickies,Dawn Of The Dickies, 1980,175493,4,0.28,0.965,9,-5.92,1,0.0493,0.0468,0,0.14,0.538,187.765,26
Paranoid,The Dickies,The Incredible Shrinking Dickies (Expanded Version), 1980,126400,4,0.313,0.824,4,-7.25,0,0.0473,0.0231,0.0000199,0.387,0.496,101.988,34
Poodle Party,The Dickies,The Incredible Shrinking Dickies (Expanded Version), 1980,71906,4,0.263,0.93,4,-6.955,1,0.14,0.0219,0,0.291,0.423,95.437,22
You Drive Me Ape (You Big Gorilla),The Dickies,The Incredible Shrinking Dickies (Expanded Version), 1980,114320,4,0.233,0.904,0,-9.455,1,0.0628,0.00515,0.00000747,0.195,0.582,198.869,28
Beat Your Heart Out,The Distillers,Coral Fang (PA Version), 2003,169056,4,0.385,0.951,2,-4.198,1,0.0735,0.0307,0.0000136,0.113,0.797,192.322,51
City Of Angels,The Distillers,Sing Sing Death House, 2003,209626,4,0.487,0.971,2,-3.294,1,0.0695,0.00341,0,0.389,0.377,100.254,52
Coral Fang,The Distillers,Coral Fang (PA Version), 2003,129600,4,0.308,0.972,9,-3.372,1,0.0556,0.000901,0,0.386,0.445,189.911,48
Dismantle Me,The Distillers,Coral Fang (PA Version), 2003,146626,4,0.514,0.971,4,-3.69,1,0.0506,0.00829,0.0000169,0.62,0.675,99.064,47
Drain the Blood,The Distillers,Coral Fang (PA Version), 2003,189706,4,0.393,0.905,0,-4.167,1,0.0912,0.17,0.00000975,0.236,0.414,168.902,54
Hall of Mirrors,The Distillers,Coral Fang (PA Version), 2003,229240,4,0.384,0.951,7,-4.131,1,0.129,0.0396,0,0.327,0.52,196.107,45
I Am A Revenant,The Distillers,Sing Sing Death House, 2003,209653,4,0.265,0.986,7,-3.946,1,0.192,0.00697,0,0.311,0.431,154.303,39
Love Is Paranoid,The Distillers,Coral Fang (PA Version), 2003,127333,4,0.501,0.959,8,-2.928,1,0.0867,0.0869,0,0.128,0.375,100.989,41
The Young Crazed Peeling,The Distillers,Sing Sing Death House, 2003,196226,4,0.248,0.969,0,-3.279,1,0.128,0.00437,0,0.41,0.509,191.337,42
(Fuck the) U.S.A.,The Exploited,Totally Exploited / Live Lewd Lust, 1981,200240,4,0.282,0.943,0,-9.966,1,0.127,0.000407,0,0.106,0.153,137.806,40
Beat the Bastards,The Exploited,Beat the Bastards, 1996,261066,4,0.339,0.989,8,-4.346,1,0.15,0.0000415,0.0178,0.124,0.101,120.167,42
Dead Cities - EP Version,The Exploited,Singles & Rarities 1980-1983, 1981,115880,4,0.493,0.973,5,-3.644,1,0.0831,0.000174,0,0.224,0.479,143.313,25
I Believe In Anarchy,The Exploited,Dead Cities, 1981,112053,4,0.52,0.648,11,-12.82,1,0.0838,0.00318,0,0.149,0.688,119.492,22
Punk's Not Dead,The Exploited,Punk's Not Dead, 1981,111333,4,0.419,0.952,1,-2.194,0,0.222,0.0252,0,0.321,0.239,79.225,34
Sex and Violence,The Exploited,Forever Exploited, 1981,306213,4,0.428,0.464,2,-16.214,1,0.0952,0.0000908,0.0000137,0.061,0.84,155.396,39
Troops of Tomorrow,The Exploited,Troops Of Tomorrow, 1982,294760,4,0.642,0.806,8,-5.932,1,0.0453,0.0392,0.017,0.124,0.624,102.377,26
Wankers,The Exploited,Let's Start A War... Said Maggie One Day, 1981,157946,4,0.472,0.921,4,-6.954,1,0.0538,0.000232,0.693,0.118,0.571,99.678,20
A' Bomb In Wardour Street - 1997 Remaster,The Jam,All Mod Cons (1997 Remaster), 1997,156933,4,0.639,0.781,4,-10.676,1,0.0545,0.00901,0.000107,0.151,0.881,154.4,36
Beat Surrender,The Jam,The Gift (Deluxe Edition), 1982,207720,4,0.396,0.882,2,-11.068,1,0.0362,0.00106,0,0.179,0.875,156.658,40
Down In The Tube Station At Midnight - 1997 Remaster,The Jam,All Mod Cons (1997 Remaster), 1997,283093,4,0.284,0.706,0,-11.307,1,0.114,0.0494,0.00000196,0.0865,0.657,172.82,37
Going Underground,The Jam,Setting Sons (Super Deluxe), 1980,174506,4,0.319,0.836,11,-6.706,1,0.113,0.00364,0.0000184,0.1,0.94,180.56,56
In The City,The Jam,In The City, 1977,137800,4,0.374,0.817,7,-9.133,1,0.0488,0.00108,0.0000663,0.336,0.918,177.138,53
Start!,The Jam,Sound Affects, 1980,149866,4,0.633,0.351,0,-8.896,1,0.0506,0.00675,0.0000638,0.108,0.913,139.335,51
That's Entertainment,The Jam,Sound Affects, 1980,212786,4,0.567,0.653,0,-11.524,0,0.0336,0.211,0.000489,0.0639,0.78,142.218,59
The Bitterest Pill (I Ever Had To Swallow),The Jam,The Gift (Deluxe Edition), 1982,213320,4,0.485,0.675,2,-10.317,1,0.0314,0.00717,0,0.087,0.867,112.385,44
The Eton Rifles,The Jam,Setting Sons, 1979,237560,4,0.407,0.825,9,-9.193,0,0.0318,0.000582,0.118,0.101,0.871,157.32,47
Town Called Malice,The Jam,The Gift, 1982,173320,4,0.542,0.91,7,-8.924,1,0.0873,0.00228,0.00524,0.0686,0.775,101.774,68
A Pair of Brown Eyes,The Pogues,Rum Sodomy & The Lash (Expanded Edition), 1985,301213,3,0.349,0.63,7,-8.622,1,0.037,0.0422,0.00232,0.0647,0.116,166.3,45
Dirty Old Town,The Pogues,Rum Sodomy & The Lash (Expanded Edition), 1985,225426,4,0.511,0.464,7,-10.765,1,0.0383,0.256,0.0000042,0.132,0.289,123.412,57
Fairytale of New York (feat. Kirsty MacColl),The Pogues,If I Should Fall from Grace with God (Expanded Edition), 1987,272466,4,0.271,0.551,2,-7.48,1,0.0457,0.582,0.0000416,0.256,0.428,78.111,55
"Misty Morning, Albert Bridge",The Pogues,Peace and Love (Expanded Edition), 1985,181826,3,0.408,0.668,0,-8.709,1,0.0259,0.0018,0.00638,0.102,0.595,99.045,25
Sally MacLennane,The Pogues,Rum Sodomy & The Lash (Expanded Edition), 1985,165493,4,0.498,0.806,2,-8.684,1,0.0661,0.00269,0,0.164,0.741,146.622,51
