job_title,work_year,salary_in_usd,company_location,company_size
Machine Learning Engineer,2024,270400,US,M
Data Engineer,2024,270250,US,M
Data Engineer,2024,270250,US,M
Data Science,2024,270250,US,M
Data Science,2023,270250,US,M
Machine Learning Engineer,2024,270000,US,M
Machine Learning Engineer,2024,270000,US,M
Data Engineer,2024,270000,AU,M
Research Engineer,2024,270000,US,M
ML Engineer,2023,270000,US,M
Research Scientist,2023,270000,US,L
Head of Data,2023,270000,US,M
ML Engineer,2023,270000,US,M
Data Scientist,2023,270000,US,M
Data Science Manager,2023,270000,US,M
ML Engineer,2021,270000,US,L
Head of Data,2023,269600,US,M
Head of Data,2023,269600,US,M
Head of Data,2023,269600,US,M
Head of Data,2023,269600,US,M
Machine Learning Engineer,2023,269500,US,M
Machine Learning Engineer,2023,269500,US,M
Machine Learning Engineer,2023,269500,US,M
Data Engineer,2024,269100,US,M
Data Engineer,2023,269100,US,M
Data Scientist,2024,269000,CA,M
Machine Learning Engineer,2023,269000,CA,M
Data Science,2024,268700,US,M
Data Engineer,2024,268500,CA,M
Data Scientist,2023,268000,US,M
Data Engineer,2023,268000,US,M
Data Scientist,2023,268000,US,M
Machine Learning Engineer,2023,268000,US,M
Data Science,2024,267900,US,M
Machine Learning Engineer,2024,267900,US,M
Machine Learning Engineer,2023,267720,US,M
ML Engineer,2023,267720,US,M
Machine Learning Engineer,2023,267720,US,M
Machine Learning Engineer,2023,267720,US,M
Machine Learning Engineer,2023,267720,US,M
Machine Learning Engineer,2023,267720,US,M
Machine Learning Engineer,2023,267720,US,M
Machine Learning Engineer,2023,267720,US,M
Head of Data,2024,267500,US,M
Data Science Manager,2024,267100,US,M
Data Scientist,2023,267100,US,M
Data Scientist,2023,267100,US,M
Analytics Engineer,2023,267000,US,M
Data Engineer,2024,266875,US,M
Data Scientist,2024,266875,US,M
Machine Learning Engineer,2023,266875,US,M
Data Engineer,2023,266875,US,M
Machine Learning Engineer,2023,266500,US,M
Machine Learning Engineer,2023,266500,US,M
Machine Learning Engineer,2023,266500,CA,M
Applied Scientist,2024,266482,US,M
Research Engineer,2023,266450,US,M
Research Engineer,2023,266450,US,M
Data Science Engineer,2023,266450,US,M
Machine Learning Engineer,2023,266400,US,M
Data Architect,2022,266400,US,M
AI Architect,2024,266000,US,M
Data Engineer,2023,266000,US,M
Machine Learning Engineer,2023,266000,US,M
Data Scientist,2023,266000,US,M
Machine Learning Engineer,2023,265800,US,M
Data Engineer,2023,265800,US,M
Data Engineer,2024,265200,US,M
Machine Learning Engineer,2024,265000,US,M
Data Scientist,2023,265000,US,M
Data Scientist,2023,265000,US,M
Data Scientist,2023,265000,US,M
Data Engineer,2023,265000,US,M
Data Engineer,2023,265000,US,M
Data Engineer,2023,265000,US,M
Data Engineer,2023,265000,US,M
Data Scientist,2023,264846,US,M
Machine Learning Engineer,2023,264400,US,M
Machine Learning Engineer,2024,263500,US,M
Machine Learning Engineer,2023,263500,US,M
Data Architect,2023,263100,US,M
Business Intelligence Manager,2024,263000,US,M
Head of Data,2024,263000,US,M
Applied Scientist,2023,262500,US,L
ML Engineer,2024,262269,US,M
ML Engineer,2023,262269,US,M
Machine Learning Engineer,2023,262000,US,M
Data Scientist,2023,262000,US,M
Machine Learning Engineer,2023,262000,US,M
Data Scientist,2023,262000,US,M
Research Engineer,2023,261500,US,L
Machine Learning Engineer,2023,261500,US,L
Machine Learning Engineer,2023,261500,US,L
Data Science,2024,261050,US,M
Machine Learning Engineer,2024,260800,US,M
Data Scientist,2023,260600,US,M
Data Science Manager,2022,260500,US,M
Machine Learning Engineer,2024,260100,US,M
Machine Learning Engineer,2024,260100,US,M
Applied Scientist,2024,260000,US,L
Applied Scientist,2024,260000,US,L
Machine Learning Engineer,2024,260000,US,M
Data Scientist,2024,260000,US,M
Applied Scientist,2024,260000,US,L
Applied Scientist,2024,260000,US,L
Applied Scientist,2024,260000,US,L
Business Intelligence,2024,260000,US,M
Applied Scientist,2024,260000,US,L
Applied Scientist,2024,260000,US,L
Applied Scientist,2024,260000,US,L
Applied Scientist,2024,260000,US,L
Managing Director Data Science,2024,260000,US,L
Data Engineer,2024,260000,US,M
Applied Scientist,2024,260000,US,L
Research Scientist,2023,260000,US,M
Data Scientist,2023,260000,US,M
Applied Scientist,2023,260000,US,L
Applied Scientist,2023,260000,US,L
Applied Scientist,2023,260000,US,L
Applied Scientist,2023,260000,US,L
Applied Scientist,2023,260000,US,L
Machine Learning Engineer,2023,260000,US,M
Machine Learning Engineer,2023,260000,US,M
Applied Scientist,2023,260000,US,L
Applied Scientist,2023,260000,US,L
Applied Scientist,2023,260000,US,L
Machine Learning Engineer,2023,260000,US,M
Machine Learning Engineer,2023,260000,US,M
Machine Learning Infrastructure Engineer,2023,260000,US,M
AI Developer,2023,260000,US,M
Data Scientist,2023,260000,US,M
Data Engineer,2023,260000,US,M
Analytics Engineer,2023,260000,US,M
ML Engineer,2023,260000,US,M
Analytics Engineer,2023,260000,US,M
Applied Scientist,2023,260000,US,L
Machine Learning Engineer,2023,260000,US,M
Applied Scientist,2023,260000,US,L
Applied Scientist,2023,260000,US,L
Applied Scientist,2023,260000,US,L
Applied Scientist,2023,260000,US,L
Data Engineer,2023,260000,US,M
Applied Scientist,2023,260000,US,L
Applied Scientist,2023,260000,US,L
Applied Scientist,2023,260000,US,L
Applied Scientist,2023,260000,US,L
Applied Scientist,2023,260000,US,L
Director of Data Science,2023,260000,US,M
Applied Scientist,2023,260000,US,L
ML Engineer,2023,260000,AU,M
Applied Scientist,2023,260000,US,L
Applied Scientist,2023,260000,US,L
Applied Scientist,2023,260000,US,L
Applied Scientist,2023,260000,US,L
Data Engineer,2023,260000,US,M
Data Engineer,2023,260000,US,M
Machine Learning Engineer,2023,260000,US,M
Applied Scientist,2023,260000,US,L
Applied Scientist,2023,260000,US,L
Applied Scientist,2023,260000,US,L
Data Engineer,2023,260000,US,M
ML Engineer,2023,260000,CA,M
Data Engineer,2023,260000,US,M
Data Scientist,2023,260000,US,M
Data Engineer,2022,260000,US,M
Data Engineer,2022,260000,US,M
Data Engineer,2022,260000,US,M
Data Scientist,2022,260000,US,M
Machine Learning Scientist,2020,260000,JP,S
Analytics Engineer,2024,259900,CA,M
Business Intelligence Specialist,2023,259900,US,M
Machine Learning Engineer,2024,259850,US,M
Data Engineer,2024,259700,US,M
Data Engineer,2023,259000,US,M
Business Intelligence Engineer,2023,259000,US,M
Data Engineer,2023,259000,US,M
Data Engineer,2023,259000,US,M
Data Engineer,2023,258900,US,M
Machine Learning Engineer,2024,258800,US,M
Machine Learning Engineer,2024,258800,US,M
Machine Learning Engineer,2023,258800,US,M
Applied Scientist,2023,258800,US,M
Machine Learning Engineer,2023,258800,GB,M
Machine Learning Engineer,2023,258800,GB,M
Machine Learning Engineer,2023,258800,GB,M
Data Engineer,2023,258750,US,M
Data Scientist,2023,258750,US,M
Data Scientist,2023,258750,US,M
Data Science,2024,258720,US,M
Data Modeler,2023,258700,US,M
Machine Learning Engineer,2023,258700,US,M
Data Scientist,2023,258700,US,M
Data Scientist,2023,258700,US,M
Machine Learning Engineer,2023,258700,US,M
Data Scientist,2023,258700,US,M
Data Scientist,2023,258700,US,M
Machine Learning Engineer,2024,258600,US,M
Data Engineer,2024,258500,US,M
Data Engineer,2024,258500,US,M
Head of Data,2023,258500,US,M
Machine Learning Engineer,2024,258450,US,M
Machine Learning Engineer,2023,258384,US,M
Research Scientist,2024,258100,US,M
Research Scientist,2024,258100,US,M
Machine Learning Engineer,2024,258100,US,M
Data Science Manager,2024,258000,US,M
Data Scientist,2023,258000,US,M
Data Scientist,2023,258000,US,M
Data Scientist,2023,258000,US,M
Data Scientist,2023,258000,US,M
Data Scientist,2023,258000,CA,M
Data Engineer,2023,258000,US,M
Data Scientist,2023,258000,CA,M
AWS Data Architect,2023,258000,US,L
Data Scientist,2023,258000,CA,M
Data Scientist,2023,258000,CA,M
Data Architect,2024,257600,US,M
Research Engineer,2024,257400,US,M
Applied Scientist,2023,257400,US,M
Research Engineer,2023,257400,US,M
Research Engineer,2023,257400,US,M
Data Engineer,2023,257400,US,M
AI Architect,2024,257250,US,M
Machine Learning Engineer,2024,257000,US,M
Data Scientist,2023,257000,US,M
Machine Learning Engineer,2023,257000,US,M
Data Scientist,2023,257000,US,M
Applied Scientist,2024,256100,US,M
Data Scientist,2023,256000,US,M
ML Engineer,2021,256000,US,S
Machine Learning Engineer,2024,255800,US,M
Machine Learning Engineer,2024,255800,US,M
Machine Learning Engineer,2024,255800,US,M
Machine Learning Engineer,2024,255800,US,M
Machine Learning Engineer,2024,255800,US,M
Machine Learning Engineer,2024,255800,US,M
Machine Learning Engineer,2024,255800,US,M
Machine Learning Engineer,2024,255800,US,M
Data Engineer,2024,255800,US,M
Machine Learning Engineer,2023,255800,US,M
Data Engineer,2024,255475,US,M
Data Scientist,2024,255475,US,M
Machine Learning Engineer,2023,255360,US,M
Machine Learning Engineer,2024,255000,US,M
AI Engineer,2024,255000,US,M
Data Scientist,2024,255000,US,M
Machine Learning Engineer,2023,255000,US,M
Data Engineer,2023,255000,US,M
Data Engineer,2023,255000,US,M
Data Engineer,2023,255000,US,M
Data Scientist,2023,255000,US,M
Data Science Manager,2023,255000,US,M
Machine Learning Engineer,2022,255000,MX,M
Data Scientist,2023,254900,US,M
Data Analytics Manager,2023,254500,US,L
Machine Learning Engineer,2024,254400,US,M
Research Scientist,2024,254270,US,M
Research Scientist,2024,254270,US,M
Machine Learning Engineer,2024,254000,US,M
Data Engineer,2023,254000,US,M
Machine Learning Engineer,2023,254000,US,M
Machine Learning Engineer,2023,254000,US,M
Data Engineer,2023,254000,US,M
Data Scientist,2023,254000,US,M
Data Engineer,2023,254000,US,M
Machine Learning Engineer,2023,254000,US,M
Machine Learning Engineer,2023,254000,US,M
Data Engineer,2023,254000,US,M
Data Engineer,2023,254000,US,M
Data Engineer,2023,253792,US,M
Research Scientist,2023,253750,ES,M
Research Scientist,2023,253750,ES,M
Data Scientist,2024,253430,US,M
Data Scientist,2024,253430,US,M
Data Scientist,2024,253430,US,M
Data Scientist,2023,253430,US,M
Data Scientist,2023,253430,US,M
Data Engineer,2023,253200,US,M
Research Scientist,2024,253000,US,M
Machine Learning Engineer,2024,253000,US,M
Data Scientist,2023,253000,US,M
Machine Learning Engineer,2023,253000,US,M
Machine Learning Engineer,2023,253000,US,M
Data Scientist,2023,253000,US,M
Machine Learning Engineer,2023,253000,US,M
Applied Scientist,2023,253000,US,M
Research Engineer,2023,253000,US,M
Research Engineer,2023,253000,US,M
Machine Learning Engineer,2023,253000,US,M
Research Engineer,2023,253000,US,M
Research Scientist,2023,252990,US,M
Research Scientist,2023,252990,US,M
Applied Scientist,2023,252990,US,M
Data Architect,2024,252000,US,M
Data Scientist,2024,252000,US,M
Data Scientist,2024,252000,US,M
Machine Learning Scientist,2024,252000,US,M
Data Engineer,2023,252000,US,M
Data Engineer,2023,252000,US,M
Data Engineer,2023,252000,US,M
Data Engineer,2023,252000,US,M
Data Engineer,2023,252000,US,M
Data Engineer,2023,252000,US,M
Data Engineer,2023,252000,US,M
Data Scientist,2023,252000,US,M
Data Engineer,2023,252000,US,M
Data Engineer,2023,252000,US,M
Data Engineer,2023,252000,US,M
Data Engineer,2023,252000,US,M
Data Engineer,2023,252000,US,M
Data Engineer,2023,252000,US,M
Data Engineer,2023,252000,US,M
Data Engineer,2023,252000,US,M
Data Engineer,2023,252000,US,M
Data Engineer,2023,252000,US,M
Data Engineer,2023,252000,US,M
Data Engineer,2023,252000,US,M
Machine Learning Engineer,2024,251250,US,M
Data Engineer,2023,251250,US,M
ML Engineer,2024,251000,US,M
Machine Learning Engineer,2023,250944,US,M
Machine Learning Engineer,2024,250900,US,M
Machine Learning Engineer,2024,250900,US,M
Machine Learning Engineer,2024,250900,US,M
Machine Learning Engineer,2024,250900,US,M
Applied Scientist,2023,250900,US,M
Data Scientist,2023,250830,US,M
Machine Learning Researcher,2024,250800,US,M
ML Engineer,2024,250800,US,M
Research Scientist,2023,250800,US,M
Research Scientist,2023,250800,US,M
Research Scientist,2023,250800,US,M
Machine Learning Engineer,2023,250500,US,M
Machine Learning Engineer,2023,250500,US,M
Machine Learning Engineer,2023,250500,US,M
Data Architect,2023,250500,US,M
Data Architect,2023,250500,US,M
Director of Data Science,2023,250300,US,M
Applied Scientist,2024,250000,US,M
Applied Scientist,2024,250000,US,M
Data Science,2024,250000,US,M
Machine Learning Engineer,2024,250000,US,M
Applied Scientist,2024,250000,US,M
Research Scientist,2024,250000,US,M
ML Engineer,2024,250000,US,M
Machine Learning Engineer,2024,250000,US,M
Applied Scientist,2024,250000,US,M
Analytics Engineer,2024,250000,US,M
Data Product Manager,2024,250000,US,M
Data Architect,2024,250000,US,M
Machine Learning Scientist,2024,250000,US,M
Head of Data,2024,250000,US,M
Machine Learning Engineer,2024,250000,US,M
Data Scientist,2024,250000,US,M
Machine Learning Engineer,2024,250000,US,M
Data Science,2024,250000,US,M
Data Engineer,2024,250000,US,M
Data Engineer,2024,250000,US,M
Machine Learning Engineer,2024,250000,US,M
Research Analyst,2024,250000,US,M
Data Scientist,2024,250000,US,M
Machine Learning Engineer,2024,250000,US,M
Machine Learning Engineer,2023,250000,US,M
Data Scientist,2023,250000,US,M
Research Engineer,2023,250000,US,M
Applied Scientist,2023,250000,US,M
Machine Learning Infrastructure Engineer,2023,250000,US,M
Data Scientist,2023,250000,US,M
Data Engineer,2023,250000,US,M
Analytics Engineer,2023,250000,US,M
Machine Learning Scientist,2023,250000,US,M
Data Analyst,2023,250000,US,M
Data Lead,2023,250000,US,M
Data Strategy Manager,2023,250000,US,M
Data Engineer,2023,250000,US,M
Data Engineer,2023,250000,US,M
Machine Learning Engineer,2023,250000,US,M
Data Scientist,2023,250000,US,M
Data Engineer,2023,250000,US,M
Data Analyst,2023,250000,US,M
Data Engineer,2023,250000,US,M
Machine Learning Engineer,2023,250000,US,M
Machine Learning Engineer,2023,250000,US,M
Research Engineer,2023,250000,US,M
Data Scientist,2023,250000,US,M
Data Scientist,2023,250000,US,M
Applied Scientist,2023,250000,US,M
Machine Learning Engineer,2023,250000,US,M
Research Engineer,2023,250000,US,M
Research Scientist,2023,250000,US,M
Research Scientist,2023,250000,US,M
Data Analyst,2023,250000,US,M
Machine Learning Engineer,2023,250000,US,M
Data Engineer,2023,250000,US,M
Data Scientist,2023,250000,US,M
Data Engineer,2023,250000,US,M
Applied Scientist,2023,250000,US,M
Research Scientist,2023,250000,US,M
Machine Learning Engineer,2023,250000,US,M
Machine Learning Engineer,2023,250000,US,M
Data Scientist,2023,250000,US,M
Data Engineer,2023,250000,US,M
Research Scientist,2023,250000,US,M
Machine Learning Engineer,2023,250000,US,M
Data Analyst,2023,250000,US,M
Data Engineer,2023,250000,US,M
Research Scientist,2023,250000,US,M
Data Engineer,2023,250000,US,M
Data Engineer,2023,250000,US,M
Data Engineer,2023,250000,US,M
Data Scientist,2023,250000,US,M
Data Engineer,2023,250000,US,M
Data Engineer,2023,250000,US,M
Research Scientist,2023,250000,US,M
Data Engineer,2022,250000,US,M
Research Engineer,2022,250000,US,M
ETL Developer,2022,250000,US,M
ETL Developer,2022,250000,US,M
Data Engineer,2022,250000,US,M
Data Engineer,2022,250000,US,M
Analytics Engineer,2022,250000,US,M
Analytics Engineer,2022,250000,US,M
Data Engineer,2022,250000,US,M
ETL Developer,2022,250000,US,M
Data Architect,2022,250000,US,M
Data Engineer,2022,250000,US,M
Cloud Data Architect,2021,250000,US,L
Data Engineer,2022,250000,US,M
Data Architect,2022,250000,US,M
Data Engineer,2022,250000,US,M
Director of Data Science,2022,192037,CA,L
Director of Data Science,2021,250000,US,L
Machine Learning Engineer,2020,250000,US,L
Data Engineer,2021,28016,TR,M
Applied Scientist,2024,249700,US,M
Data Scientist,2023,249600,US,M
Research Engineer,2022,249500,US,M
Data Scientist,2022,249500,US,M
Research Scientist,2022,249500,US,M
Applied Scientist,2023,249300,US,L
Director of Data Science,2023,249300,US,M
Director of Data Science,2023,249300,US,M
Data Science Manager,2022,249260,US,M
Machine Learning Engineer,2022,248700,US,M
Data Scientist,2024,248600,US,M
Data Scientist,2024,248600,US,M
Machine Learning Software Engineer,2022,248400,CA,M
Machine Learning Engineer,2023,248100,US,M
Research Scientist,2023,248100,US,M
Research Scientist,2023,248100,US,M
Research Scientist,2023,248100,US,M
Research Scientist,2023,248100,US,M
Data Scientist,2023,248100,US,M
Research Scientist,2023,248100,US,M
Research Scientist,2023,248100,US,M
Applied Scientist,2023,248100,US,M
Research Scientist,2023,248100,US,M
Applied Scientist,2023,248100,US,M
Applied Scientist,2023,248100,US,M
Research Scientist,2023,248100,US,M
Research Scientist,2023,248100,US,M
Research Scientist,2023,248100,CA,M
Research Scientist,2023,248100,US,M
Data Engineer,2023,248000,US,M
Research Scientist,2024,247600,US,L
Data Scientist,2024,247600,US,L
Research Scientist,2024,247600,US,L
Data Scientist,2024,247600,US,L
Research Scientist,2024,247600,US,L
Research Scientist,2023,247600,US,L
