Title,Average Rating,Worldwide Gross
God's Own Country,7.6,"$2,532,534"
Maudie,7.6,"$11,534,327"
From Here to Eternity,7.6,"$36,416"
Maurice,7.6,"$2,643,324"
Searching,7.6,"$75,462,037"
Robot Dreams,7.6,"$4,671,576"
Gettysburg,7.6,"$10,769,960"
Escape from Alcatraz,7.6,"$43,005,351"
Gilida,7.6,"$5,999"
It Happened on Fifth Avenue,7.6,
Freedom Writers,7.6,"$43,095,175"
Barton Fink,7.6,"$6,154,106"
The Last King of Scotland,7.6,"$48,618,191"
Jeremiah Johnson,7.6,
Belle De Jour,7.6,"$4,162,334"
Run Lola Run,7.6,"$7,659,540"
A Little Princess,7.6,"$10,015,449"
Kelly's Heroes,7.6,"$5,200,000"
50/50,7.6,"$41,097,853"
1900,7.6,"$1,112"
Sacrifice,7.6,"$182,016,617"
Karigurashi No Arietty,7.6,"$149,660,003"
Peeping Tom,7.6,"$99,129"
Seven Pounds,7.6,"$169,748,929"
Where Eagles Dare,7.6,"$7,100,435"
Io Capitano,7.6,"$7,636,951"
21 Grams,7.6,"$60,466,876"
Rebel Without a Cause,7.6,"$217,945"
El Cuerpo,7.6,"$8,779,609"
Star Trek: First Contact,7.6,"$146,027,888"
Philomena,7.6,"$100,129,872"
The Boy Who Harnessed the Wind,7.6,
Hotel Mumbai,7.6,"$21,315,827"
Giant,7.6,"$32,857,066"
Walkabout,7.6,"$1,888"
Sabrina,7.6,"$2,356"
Fistful of Dynamite,7.6,$980
The Peasants,7.6,"$10,064,347"
The Kite Runner,7.6,"$75,011,029"
The Two Popes,7.6,"$243,711"
Joyeux Noel,7.6,"$17,709,155"
Shane,7.6,"$21,412"
Les yeux sans visage,7.6,"$61,453"
Nashville,7.6,"$9,994,006"
The Bishop's Wife,7.6,$44
The Taking of Pelham One Two Three,7.6,$357
The Muppets,7.6,"$65,811,736"
The Long Good Friday,7.6,
A Very Long Engagement,7.6,"$69,424,389"
Short Cuts,7.6,"$6,110,979"
Victoria,7.6,"$3,245,470"
Shelter,7.6,"$142,666"
On Golden Pond,7.6,"$119,285,810"
The Station Agent,7.6,"$8,701,337"
Repulsion,7.6,"$33,174"
Seconds,7.6,$165
The Shootist,7.6,"$8,091,910"
The Return,7.6,"$85,605,851"
Vampire Hunter D: Bloodlust,7.6,"$152,239"
The Little Prince,7.6,"$97,571,250"
Weekend,7.6,"$1,192,003"
25th Hour,7.6,"$23,936,003"
Leave Her to Heaven,7.6,$617
United 93,7.6,"$76,700,659"
The Wave,7.6,"$32,350,637"
The Social Dilemma,7.6,
Vera Drake,7.6,"$13,267,869"
Häxan: Witchcraft Through the Ages,7.6,
Frost/Nixon,7.6,"$27,426,335"
The Prime of Miss Jean Brodie,7.6,$82
Kamera Wo Tomeruna!,7.6,"$27,590,180"
Only Angels Have Wings,7.6,"$8,554"
Winchester '73,7.6,
Nran Guyne,7.6,
Control,7.6,"$8,159,508"
Mustang,7.6,"$5,274,664"
Three Colors: White,7.6,"$1,266,582"
Shine,7.6,"$35,999,121"
McCabe & Mrs. Miller,7.6,"$31,558"
The Taming of the Scoundrel,7.6,
The Odd Couple,7.6,"$44,527,234"
3:10 to Yuma,7.6,
"To Sir, with Love",7.6,$642
When Marnie Was There,7.6,"$35,012,681"
The Narrow Margin,7.6,
少年的你,7.6,"$227,313,644"
Leviafan,7.6,"$4,439,481"
Boy A,7.6,"$1,202,375"
The Swimmer,7.6,
Empty Running,7.6,"$2,847,941"
Victor/Victoria,7.6,"$28,229,440"
The 39 Steps,7.6,"$52,623"
Three Identical Strangers,7.6,"$13,448,497"
Conte d'été,7.6,"$198,706"
Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,7.6,"$56,319,794"
"Argentina, 1985",7.6,"$905,893"
October,7.6,"$310,320"
Portrait of Jennie,7.6,
Lifeboat,7.6,$99
The Invisible Man,7.6,"$27,105"
Le procès,7.6,"$93,688"
Mass,7.6,"$256,359"
"Oslo, August 31st",7.6,"$1,481,665"
The Ladykillers,7.6,"$50,276"
Huo Yuan Jia,7.6,"$68,072,848"
We Will Dance Again,7.6,
Sorry We Missed You,7.6,"$8,943,790"
Scum,7.6,"$6,461"
Joyland,7.6,"$1,164,351"
Tell Me Who I Am,7.6,
Mr. Church,7.6,"$685,780"
Bad Genius,7.6,"$44,560,421"
Omohide Poro Poro,7.6,"$608,562"
The Big Clock,7.6,
Odd Man Out,7.6,"$65,759"
Lost Horizon,7.6,
The Night of the Iguana,7.6,"$4,357"
Down by Law,7.6,"$1,529,199"
Beautiful Thing,7.6,"$2,176,488"
Bloody Sunday,7.6,"$1,758,689"
Tri orísky pro Popelku,7.6,
Soldier of Orange,7.6,
Last Year at Marienbad,7.6,"$223,111"
Zorba the Greek,7.6,$516
Gun Crazy,7.6,"$17,322"
Mitt liv som hund,7.6,"$8,349,284"
Wake in Fright,7.6,"$219,472"
The Castle,7.6,"$889,664"
Cell 211,7.6,"$19,305,314"
Pickup on South Street,7.6,
The Visitor,7.6,"$18,197,518"
Johnny Guitar,7.6,"$5,048"
The Public Enemy,7.6,"$1,214,260"
Dr. Jekyll and Mr. Hyde,7.6,"$16,615"
All That Heaven Allows,7.6,$287
Nelyubov,7.6,"$3,928,358"
Lonely Are the Brave,7.6,
Mrs. Miniver,7.6,
Capturing the Friedmans,7.6,"$4,076,990"
Destry Rides Again,7.6,
El infierno,7.6,"$6,703,873"
The Pawnbroker,7.6,
Sanju,7.6,"$76,693,052"
Hævnen,7.6,"$13,004,504"
Il Violino Rosso,7.6,"$10,019,109"
Shurayukihime,7.6,
Sans toit ni loi,7.6,
Remember the Night,7.6,
Meet John Doe,7.6,
Shiddat,7.6,
Fire of Love,7.6,"$1,695,072"
The Woman in the Window,7.6,
1776,7.6,
The Magnificent Ambersons,7.6,
"Josee, the Tiger and the Fish",7.6,"$384,212"
Carandiru,7.6,"$10,781,635"
The Man Who Laughs,7.6,"$4,347"
Shao Lin san shi liu fang,7.6,
The Incredible Shrinking Man,7.6,"$2,580"
Mister Roberts,7.6,
Les Misérables,7.6,"$54,606,372"
Piku,7.6,"$2,452,343"
Mutiny on the Bounty,7.6,
Rupan sansei: Kariosutoro no shiro,7.6,"$533,344"
Wake Up Sid,7.6,"$4,278,081"
Les amants du Pont-Neuf,7.6,"$29,679"
Le dîner de cons,7.6,"$4,071,548"
Love in the Afternoon,7.6,"$3,520"
The Defiant Ones,7.6,
The Boys in the Band,7.6,"$2,695"
A Heart in Winter,7.6,"$1,605,437"
Enron: The Smartest Guys in the Room,7.6,"$4,854,164"
The Miracle,7.6,"$15,584,520"
Hamlet,7.6,
Sophie Scholl - Die letzten Tage,7.6,"$10,804,315"
The Man Without a Past,7.6,"$9,564,237"
After Life,7.6,"$801,985"
Ghoomer,7.6,"$36,948"
Moonage Daydream,7.6,"$13,095,781"
Love and Death,7.6,"$20,123,742"
Der siebente Kontinent,7.6,
The Devil and Daniel Webster,7.6,
Quincy,7.6,
Zelig,7.6,"$11,798,616"
Bande à part,7.6,"$135,732"
Madras Cafe,7.6,"$38,333"
Laurence Anyways,7.6,"$399,784"
Sanam Teri Kasam,7.6,"$1,386,707"
My Way,7.6,"$16,653,488"
"Play It Again, Sam",7.6,"$15,413"
Bakemono no ko,7.6,"$49,781,599"
Buena Vista Social Club,7.6,"$23,142,551"
Where the Sidewalk Ends,7.6,
Superman II: The Richard Donner Cut,7.6,
Le bonheur,7.6,
And Then We Danced,7.6,"$621,446"
Control,7.6,"$1,277,800"
Xi yan,7.6,"$6,933,459"
A Thursday,7.6,
Campanadas a medianoche,7.6,"$126,724"
Il vangelo secondo Matteo,7.6,"$16,572"
Gonzo: The Life and Work of Dr. Hunter S. Thompson,7.6,"$1,491,958"
The More the Merrier,7.6,
Lovers of the Arctic Circle,7.6,"$357,549"
Bob le flambeur,7.6,"$16,152"
Let It Be,7.6,
Road to Ninja: Naruto the Movie,7.6,"$17,876,559"
Darr,7.6,
Bitter Rice,7.6,
Hungama,7.6,"$1,979,689"
12,7.6,"$7,537,453"
Cha no aji,7.6,"$21,324"
Pina,7.6,"$18,705,853"
Caged,7.6,
Peppermint Candy,7.6,"$89,184"
Accattone,7.6,"$2,865"
Fox and His Friends,7.6,"$8,148"
The Song of Bernadette,7.6,
Longtime Companion,7.6,"$4,609,953"
Pickpocket,7.6,"$7,541"
O Lucky Man!,7.6,$332
The Pride of the Yankees,7.6,
Yankee Doodle Dandy,7.6,
The Snake Pit,7.6,
Gulmohar,7.6,
Love Streams,7.6,"$10,823"
Il grido,7.6,"$17,413"
Ju Dou,7.6,"$1,986,433"
Aile Arasinda,7.6,"$10,081,222"
Dragon Ball Z: Fukkatsu no Fusion!! Gokuu to Vegeta,7.6,"$270,354"
The Endless Summer,7.6,"$11,274"
Mortal world,7.6,"$1,562,712"
Kannur Squad,7.6,"$1,981,526"
After the Thin Man,7.6,
Ponniyin Selvan,7.6,"$21,888,295"
The Last: Naruto the Movie,7.6,"$2,949,185"
Le rayon vert,7.6,"$64,832"
Agneepath,7.6,
Ostre sledované vlaky,7.6,"$34,198"
Yangguang puzhao,7.6,
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",7.6,
Yoidore tenshi,7.6,"$46,961"
Ludo,7.6,
The Sea Hawk,7.6,
The Sky Is Pink,7.6,"$1,088,641"
HIT,7.6,"$617,889"
Karwaan,7.6,"$536,525"
Ghajini,7.6,
The Inquisitor,7.6,
The Fallen Idol,7.6,"$373,185"
L'Insult,7.6,"$3,666,268"
The Seven Five,7.6,"$48,869"
Kárhozat,7.6,
Religulous,7.6,"$13,639,115"
L'argent de poche,7.6,"$38,805"
Nanook of the North,7.6,
Bilal: A New Breed of Hero,7.6,"$3,830,832"
Agir Roman,7.6,
Les 12 travaux d'Astérix,7.6,
Way Out West,7.6,
Eddie Murphy: Raw,7.6,"$50,505,289"
Kelebegin Rüyasi,7.6,"$11,028,096"
Body and Soul,7.6,
Baazigar,7.6,
Raanjhanaa,7.6,"$9,765,799"
Die Sehnsucht der Veronika Voss,7.6,"$8,148"
To vlemma tou Odyssea,7.6,
The Great Buddha+,7.6,
Miracolo a Milano,7.6,$435
Behind the Sun,7.6,"$805,755"
Paisan,7.6,
Athlete A,7.6,
I pugni in tasca,7.6,
Seance on a Wet Afternoon,7.6,
Kauas pilvet karkaavat,7.6,
The Prisoner of Zenda,7.6,
Delhi Belly,7.6,"$16,706,074"
Highway,7.6,"$858,783"
La vie de bohème,7.6,"$34,430"
La lengua de las mariposas,7.6,"$7,738,129"
The Winter War,7.6,
Ossessione,7.6,
La gloire de mon père,7.6,"$1,730,856"
House of Pleasure,7.6,"$2,097"
Im Juli,7.6,"$34,245"
Chaharshanbe-soori,7.6,"$119,881"
The Crazy Strange,7.6,
Shooting Dogs,7.6,"$558,588"
Newton,7.6,"$14,426"
Neerja,7.6,"$17,618,280"
Bheeshma Parvam,7.6,"$5,845,408"
Shyam Singha Roy,7.6,"$142,362"
5 Fingers,7.6,"$46,317"
RBG,7.6,"$14,475,292"
Le silence de la mer,7.6,
Der müde Tod,7.6,"$12,156"
Strike,7.6,
Sherpa,7.6,"$1,160,595"
It Might Get Loud,7.6,"$1,896,244"
The Song Remains the Same,7.6,"$2,301"
Il y a longtemps que je t'aime,7.6,"$22,274,095"
Aferim!,7.6,"$350,110"
Mr. Skeffington,7.6,
Wolyn,7.6,"$6,960,645"
Zatôichi monogatari,7.6,
The Passion of Anna,7.6,"$1,814"
Lacombe Lucien,7.6,"$3,228"
Brother 2,7.6,"$591,795"
Spellbound,7.6,"$7,457,710"
Tanu Weds Manu Returns,7.6,"$4,180,081"
Dogtown and Z-Boys,7.6,"$1,523,214"
Maghzhaye Koochake Zang Zadeh,7.6,"$7,474"
Mahaan,7.6,
Salesman,7.6,
Pyaar Ka Punchnama,7.6,"$1,776,185"
Brides,7.6,"$5,000,509"
Ayan,7.6,"$1,165,247"
Rahasya,7.6,
Mon oncle d'Amérique,7.6,"$38,465"
Bheja Fry,7.6,"$3,773,555"
Earth,7.6,"$424,798"
Train de vie,7.6,"$3,311,162"
The Invisible War,7.6,"$71,968"
Shahr-e ziba,7.6,
Kedi,7.6,"$5,037,923"
Casque d'or,7.6,"$1,413"
Le château de ma mère,7.6,"$1,477,071"
Hail the Conquering Hero,7.6,
Boys State,7.6,
Bogowie,7.6,"$11,960,658"
Life in a Day,7.6,"$607,169"
The Gatekeepers,7.6,"$2,573,616"
Neveroyatnye priklyucheniya italyantsev v Rossii,7.6,"$13,518"
Somersault in a Coffin,7.6,
O Homem que Copiava,7.6,"$24,391"
Kabhi Haan Kabhi Naa,7.6,
Sarkar,7.6,"$264,217"
The Filth and the Fury,7.6,"$612,433"
Ante Sundharaniki,7.6,"$3,097,334"
Chlopaki nie placza,7.6,
Psy,7.6,
Best of Enemies,7.6,"$892,802"
Nostalgia de la luz,7.6,"$410,903"
Karaula,7.6,
State of Siege: Temple Attack,7.6,
Müslüm,7.6,"$13,700,403"
Non ci resta che piangere,7.6,
The Pervert's Guide to Ideology,7.6,"$214,313"
"What Happened, Miss Simone?",7.6,
Metro Manila,7.6,"$200,584"
Something Useful,7.6,"$45,304"
Detective Byomkesh Bakshy!,7.6,"$4,552,665"
Lisbela e o Prisioneiro,7.6,
Maurice Richard,7.6,
When You're Strange,7.6,"$1,194,182"
Madaari,7.6,"$2,726,272"
Avicii: True Stories,7.6,"$3,887"
Kannum Kannum Kollaiyadithaal,7.6,"$104,155"
Court,7.6,"$57,416"
Raja Rani,7.6,"$2,731,185"
Awe!,7.6,"$47,386"
The Fear of 13,7.6,
Beyond the Mat,7.6,"$2,053,648"
Indie Game: The Movie,7.6,
Parmanu: The Story of Pokhran,7.6,"$9,862,726"
Badkonake sefid,7.6,"$924,940"
Homecoming: A Film by Beyoncé,7.6,
The Criminal Life of Archibaldo De La Cruz,7.6,
Pokkiri,7.6,
More Than a Game,7.6,"$960,387"
Side by Side,7.6,"$67,054"
U2: Rattle and Hum,7.6,"$8,600,823"
Aamir,7.6,"$831,931"
Weiner,7.6,"$1,715,955"
Vitus,7.6,"$6,079,556"
Bhavesh Joshi Superhero,7.6,"$334,723"
Musíme si pomáhat,7.6,"$2,046,440"
Irudhi Suttru,7.6,"$94,787"
Kirschblüten - Hanami,7.6,"$12,861,658"
CU Soon,7.6,
Sing Lek Lek Tee Reak Wa Rak,7.6,"$2,659,443"
Irumbu Thirai,7.6,"$229,163"
Chatrapathi,7.6,
How to Make Money Selling Drugs,7.6,"$39,192"
Red Army,7.6,"$798,680"
GasLand,7.6,"$49,428"
Yazi Tura,7.6,"$966,593"
Sipahi,7.6,
Shut Up & Sing,7.6,"$1,902,212"
La jaula de oro,7.6,"$1,021,223"
Sita Sings the Blues,7.6,"$12,619"
Vor,7.6,"$1,126,602"
Who Killed the Electric Car?,7.6,"$1,764,304"
Khaleja,7.6,"₹180,800,000"
Kekexili,7.6,"$185,920"
Free to Play,7.6,
Welkkeom tu Dongmakgol,7.6,"$32,065,527"
Tong Pak Foo dim Chau Heung,7.6,
Being Elmo: A Puppeteer's Journey,7.6,"$310,812"
Yedi Bela Hüsnü,7.6,
National Lampoon's Christmas Vacation,7.5,"$74,540,604"
Furiosa: A Mad Max Saga,7.5,"$173,775,791"
Beetlejuice,7.5,"$74,852,535"
Eyes Wide Shut,7.5,"$162,284,835"
A Man Called Otto,7.5,"$113,360,085"
Little Children,7.5,"$14,821,658"
The Greatest Showman,7.5,"$469,064,959"
Harry Potter and the Order of the Phoenix,7.5,"$942,862,581"
Avatar: The Way of Water,7.5,"$2,320,250,281"
The Devil's Advocate,7.5,"$152,944,660"
Les Misérables,7.5,"$442,757,529"
Trading Places,7.5,"$90,404,800"
28 Days Later...,7.5,"$84,661,434"
The Crow,7.5,"$50,840,352"
The Conjuring,7.5,"$320,415,166"
The Town,7.5,"$154,026,136"
A Quiet Place,7.5,"$340,955,294"
Baby Driver,7.5,"$226,945,087"
Batman,7.5,"$411,569,241"
The Covenant,7.5,"$21,948,551"
Dinner in America,7.5,"$22,394"
Lo Imposible,7.5,"$198,087,212"
Promising Young Woman,7.5,"$18,854,166"
Interview with the Vampire: The Vampire Chronicles,7.5,"$223,664,608"
Sleepers,7.5,"$165,615,285"
The Hunger Games: Catching Fire,7.5,"$865,011,746"
Master and Commander: The Far Side of the World,7.5,"$211,622,535"
American Fiction,7.5,"$22,483,370"
Collateral,7.5,"$220,239,925"
One Life,7.5,"$56,475,835"
Spider-Man 2,7.5,"$784,543,400"
Gangs of New York,7.5,"$193,772,504"
Total Recall,7.5,"$261,317,921"
The Abyss,7.5,"$90,520,202"
The Fabelmans,7.5,"$45,620,703"
Jackie Brown,7.5,"$39,693,845"
An American Werewolf in London,7.5,"$30,819,283"
The Warriors,7.5,"$22,495,288"
Ice Age,7.5,"$383,257,136"
Indiana Jones and the Temple of Doom,7.5,"$333,107,271"
Contact,7.5,"$171,120,329"
La Pianiste,7.5,"$6,766,708"
Doctor Strange,7.5,"$677,796,833"
We Need to Talk About Kevin,7.5,"$9,212,174"
Legends of the Fall,7.5,"$160,638,883"
Sideways,7.5,"$109,706,931"
Richard Jewell,7.5,"$44,645,542"
Upgrade,7.5,"$16,706,680"
Zombieland,7.5,"$102,392,080"
Incredibles 2,7.5,"$1,243,225,667"
The Hunt for Red October,7.5,"$200,512,643"
A Time to Kill,7.5,"$152,266,007"
Munich,7.5,"$130,982,407"
Will & Harper,7.5,
BlacKkKlansman,7.5,"$93,413,709"
Leaving Las Vegas,7.5,"$32,029,928"
The Wicker Man,7.5,"$528,514"
Fear and Loathing in Las Vegas,7.5,"$10,680,275"
The Favourite,7.5,"$95,918,706"
Brooklyn,7.5,"$62,402,155"
The Hurt Locker,7.5,"$49,259,766"
Lone Survivor,7.5,"$154,802,912"
The Aviator,7.5,"$213,719,942"
Lolita,7.5,"$7,411"
Blow,7.5,"$83,282,296"
Perfume: The Story of a Murderer,7.5,"$135,039,924"
A Simple Plan,7.5,"$16,316,273"
Christiane F.,7.5,
Forbidden Planet,7.5,
Source Code,7.5,"$147,332,697"
Midnight Run,7.5,"$81,613,606"
Secondhand Lions,7.5,"$48,260,279"
"I, Tonya",7.5,"$53,939,297"
Funny Games,7.5,"$1,266"
Enemy at the Gates,7.5,"$96,976,270"
Wallace & Gromit: The Curse of the Were-Rabbit,7.5,"$192,705,291"
The Piano,7.5,"$40,185,556"
Waves,7.5,"$2,576,990"
Babel,7.5,"$135,330,835"
Hugo,7.5,"$185,770,310"
Menace II Society,7.5,"$27,912,072"
127 Hours,7.5,"$60,738,797"
"Love, Simon",7.5,"$66,719,009"
Tucker and Dale vs Evil,7.5,"$5,241,377"
Kiss Kiss Bang Bang,7.5,"$15,785,148"
"Tick, Tick... Boom!",7.5,"$112,777"
Bhool Bhulaiyaa,7.5,"$19,073,095"
The Assassination of Jesse James by the Coward Robert Ford,7.5,"$15,003,764"
Robin Hood,7.5,
The Omen,7.5,"$60,922,980"
Still Alice,7.5,"$44,779,195"
The Hate U Give,7.5,"$34,934,009"
The Mauritanian,7.5,"$7,527,030"
Blood Simple,7.5,"$4,262,856"
The Hours,7.5,"$108,846,217"
Cure,7.5,"$194,515"
Braindead,7.5,"$242,623"
"Synecdoche, New York",7.5,"$4,658,401"
Fish Called Wanda,7.5,"$62,493,712"
Boys Don't Cry,7.5,"$11,540,607"
Field of Dreams,7.5,"$84,431,625"
Nimona,7.5,
It's a Mad Mad Mad Mad World,7.5,"$46,333,064"
The Fisher King,7.5,"$41,895,736"
Dangerous Liaisons,7.5,"$34,670,720"
The Wind That Shakes the Barley,7.5,"$22,903,165"
The Illusionist,7.5,"$87,892,388"
El Dorado,7.5,
Best in Show,7.5,"$20,789,556"
Grindhouse,7.5,"$25,422,088"
Do Lok Tin Si,7.5,"$258,936"
Boiling Point,7.5,"$1,426,916"
Riders of Justice,7.5,"$2,001,176"
Stree,7.5,"$22,075,730"
The Long Goodbye,7.5,"$23,191"
A Single Man,7.5,"$24,964,890"
Hunger,7.5,"$3,185,113"
"Murder, My Sweet",7.5,
Meet Me in St. Louis,7.5,"$502,778"
"The Cook, the Thief, His Wife & Her Lover",7.5,"$8,526,030"
Pleasantville,7.5,"$49,805,462"
Drive My Car,7.5,"$15,357,339"
色，戒,7.5,"$67,091,915"
Dead Man's Shoes,7.5,"$241,688"
A Perfect World,7.5,"$135,130,999"
The Last Temptation of Christ,7.5,"$8,866,379"
The Book Thief,7.5,"$76,586,316"
Dark Passage,7.5,"$9,693"
Sophie's Choice,7.5,"$30,036,166"
The Player,7.5,"$21,706,547"
Batoru Rowaiaru,7.5,"$1,343,717"
Le locataire,7.5,"$1,924,733"
King Richard,7.5,"$39,529,285"
Godzilla,7.5,"$589,903"
The Big Sick,7.5,"$56,411,585"
Chaplin,7.5,"$9,493,259"
Doubt,7.5,"$51,699,984"
The Secret of NIMH,7.5,"$14,665,733"
"The Adventures of Priscilla, Queen of the Desert",7.5,"$11,300,225"
Withnail & I,7.5,"$1,950,623"
The Time Machine,7.5,"$5,902"
Pinocchio,7.5,"$121,892,045"
Hair,7.5,"$15,313,606"
Forgotten Love,7.5,
The Man Who Wasn't There,7.5,"$18,918,721"
Midnight Express,7.5,"$35,000,000"
The Life of David Gale,7.5,"$38,955,598"
Rudy,7.5,"$22,881,563"
The Producers,7.5,"$375,524"
La cité des enfants perdus,7.5,"$1,783,616"
The Great Debaters,7.5,"$30,271,556"
Saving Banks,7.5,"$117,867,984"
Miracle,7.5,"$64,445,708"
Le Grand Bleu,7.5,"$3,992,246"
La Belle Noiseuse,7.5,"$403,056"
Weathering with You,7.5,"$192,495,409"
The Beasts,7.5,"$10,067,896"
Scrooge,7.5,
Ghost Dog: The Way of the Samurai,7.5,"$9,421,594"
Chinjeolhan Geumjassi,7.5,"$23,835,242"
Stranger Than Fiction,7.5,"$53,653,224"
Miss Sloane,7.5,"$9,102,164"
Interstate 60: Episodes of the Road,7.5,"$8,449"
Delicatessen,7.5,"$1,804,142"
Mars Express,7.5,"$1,534,099"
Hodejegerne,7.5,"$19,387,088"
Milk,7.5,"$54,662,930"
Selma,7.5,"$67,782,762"
Dead Man Walking,7.5,"$39,363,635"
Pain and Glory,7.5,"$37,359,689"
Dead Man,7.5,"$1,085,079"
The Guns of Navarone,7.5,"$20,616"
Zimna Wojna,7.5,"$20,484,802"
Thank You for Smoking,7.5,"$39,323,027"
Tulitikkutehtaan tyttö,7.5,$701
Profondo rosso,7.5,"$67,532"
El agente topo,7.5,"$401,983"
The Last Detail,7.5,
En Kongelig Affære,7.5,"$14,758,997"
42,7.5,"$97,510,197"
The Farewell,7.5,"$23,076,657"
Boksuneun Naui Geot,7.5,"$2,046,923"
Henry V,7.5,"$10,161,099"
A Hard Day's Night,7.5,"$2,362,523"
"Jeanne Dielman, 23, Quai Du Commerce, 1080 Bruxelles",7.5,"$10,813"
Ne le dis à personne,7.5,"$33,428,799"
Freier Fall,7.5,"$599,721"
Tora! Tora! Tora!,7.5,
Stalingrad,7.5,"$152,972"
A Christmas Carol,7.5,
House of Sand and Fog,7.5,"$16,763,804"
Quiz Show,7.5,"$24,822,619"
A Star Is Born,7.5,"$4,349,352"
Little Big Man,7.5,"$31,559,552"
The Many Adventures of Winnie the Pooh,7.5,
Ging Chaat Goo Si,7.5,"$113,164"
Grey Gardens,7.5,"$38,384"
La Môme,7.5,"$87,485,236"
Professione: Reporter,7.5,"$769,503"
Byôsoku 5 senchimêtoru,7.5,"$548,192"
Clouds,7.5,
Matlub Alam Bagadhra Hat,7.5,"$92,863,945"
Kuch Kuch Hota Hai,7.5,"$10,471"
Dalkomhan Insaeng,7.5,"$10,080,808"
Redline,7.5,"$214,180"
Santa Sangre,7.5,
"Mujeres al borde de un ataque de ""nervios""",7.5,"$7,305,816"
Memorîzu,7.5,
The Meaning of Life,7.5,"$14,949,697"
Born Yesterday,7.5,"$12,000,000"
Twin Peaks: The Missing Pieces,7.5,
Fucking Åmål,7.5,"$219,331"
Spellbound,7.5,"$19,000"
Jûsan-nin no shikaku,7.5,"$18,689,058"
High Sierra,7.5,
Den Skyldige,7.5,"$4,598,051"
Sinsegye,7.5,"$31,673,928"
Disconnect,7.5,"$3,428,048"
Devdas,7.5,"$5,428,774"
Kiss Me Deadly,7.5,"$952,000"
Death Note,7.5,"$29,667,169"
Sin Nombre,7.5,"$5,102,705"
The Sand Pebbles,7.5,
Boy,7.5,"$43,551,154"
Wings,7.5,"$1,684"
The Flowers of War,7.5,"$2,855,644"
The Secret of Kells,7.5,"$1,821,949"
Tyrannosaur,7.5,"$676,111"
You Can Count on Me,7.5,"$11,242,521"
Coal Miner's Daughter,7.5,"$67,182,787"
Fruitvale Station,7.5,"$17,385,830"
10 Rillington Place,7.5,
The Spy Who Came in from the Cold,7.5,$342
The Picture of Dorian Gray,7.5,
Teströl És Lélekröl,7.5,"$2,132,634"
The Lady from Shanghai,7.5,"$1,396"
The Collector,7.5,
The Imposter,7.5,"$3,001,877"
The Man Who Came to Dinner,7.5,
Whale Rider,7.5,"$41,062,976"
Ratcatcher,7.5,"$231,416"
Ballon,7.5,"$11,799,591"
The Phantom of the Opera,7.5,"$4,360,000"
Out in the Dark,7.5,"$66,017"
Le Souffle Au Coeur,7.5,"$1,160,784"
Miss Lovely,7.5,"$70,845"
Sheytan vojud nadarad,7.5,"$902,578"
Like Aani Subscribe,7.5,
Brothers,7.5,"$489,706"
Yip Man 2,7.5,"$15,089,448"
Tickled,7.5,"$790,519"
Fresh,7.5,"$8,094,616"
"Hush...Hush, Sweet Charlotte",7.5,
Wuthering Heights,7.5,"$624,643"
Fahrenheit 9/11,7.5,"$222,446,882"
A Hero,7.5,"$2,916,932"
Lazzaro felice,7.5,"$1,824,399"
Mystery Train,7.5,"$1,574,967"
Living in Oblivion,7.5,"$1,111,790"
Children's Games,7.5,"$8,604,201"
Umimachi Diary,7.5,"$15,946,109"
Remember,7.5,"$4,235,959"
Berserk: Ougon Jidai-hen I - Haou no Tamago,7.5,"$2,152,610"
Husbands and Wives,7.5,"$10,555,619"
Neru,7.5,"$2,093,761"
Jui kuen II,7.5,"$11,555,430"
Revanche,7.5,"$886,407"
Lenny,7.5,
No se aceptan devoluciones,7.5,"$100,502,638"
All the Beauty and the Bloodshed,7.5,"$1,483,975"
Europa,7.5,"$1,026,035"
Flickering Lights,7.5,"$2,760,077"
The Flight of the Phoenix,7.5,
The Naked City,7.5,
Le conseguenze dell'amore,7.5,"$2,556,056"
Support Your Local Sheriff!,7.5,
Chup,7.5,"$1,154,366"
How to Steal a Million,7.5,
"Suddenly, Last Summer",7.5,"$9,830"
Lilies of the Field,7.5,
Evangelion Shin Gekijôban: Jo,7.5,"$16,476,703"
La tortue rouge,7.5,"$6,613,503"
All About Lily Chou-Chou,7.5,"$39,065"
The Blue Caftan,7.5,"$2,363,889"
J'ai Perdu Mon Corps,7.5,"$1,136,431"
The Namesake,7.5,"$20,354,321"
Sånger från andra våningen,7.5,"$80,334"
Sunshine,7.5,"$7,918,035"
Sudden Fear,7.5,"$24,759"
Swept Away,7.5,"$7,876"
Burning Days,7.5,"$1,894,156"
Dinner at Eight,7.5,
Away from Her,7.5,"$9,194,283"
Charley Varrick,7.5,$194
Frantz,7.5,"$7,478,354"
Golmaal: Fun Unlimited,7.5,"$350,948"
Blue Collar,7.5,"$6,521,083"
Cyrano de Bergerac,7.5,"$5,822,041"
The Bitter Tears of Petra Von Kant,7.5,"$9,982"
Elsker dig for evigt,7.5,"$1,692,272"
Mr. Klein,7.5,"$219,070"
Sonachine,7.5,"$58,834"
A Man and a Woman,7.5,"$44,666"
Dead of Night,7.5,"$35,275"
OMG 2,7.5,"$614,607"
Great Freedom,7.5,"$218,511"
La Cérémonie,7.5,"$873,196"
