lyric,album_title,year,track_title,track_number
"""I will die for the love of the mermaid",Oceanborn,1998,Devil & The Deep Dark Ocean,3
"Her seduction, beauty and scorn",Oceanborn,1998,Devil & The Deep Dark Ocean,3
Welcome to the end of your life,Oceanborn,1998,Devil & The Deep Dark Ocean,3
"- Hail the Oceanborn!""",Oceanborn,1998,Devil & The Deep Dark Ocean,3
"""Disgraced is my virginity",Oceanborn,1998,Devil & The Deep Dark Ocean,3
Death has woven my wedding dress,Oceanborn,1998,Devil & The Deep Dark Ocean,3
"Oh, Great Blue, breathe the morning dew",Oceanborn,1998,Devil & The Deep Dark Ocean,3
"For you are the cradle for the image of god""",Oceanborn,1998,Devil & The Deep Dark Ocean,3
"""Brave now, long rest is sweet",Oceanborn,1998,Devil & The Deep Dark Ocean,3
With me here in the deep,Oceanborn,1998,Devil & The Deep Dark Ocean,3
"""I Prayed for pleasure, wished for love",Oceanborn,1998,Devil & The Deep Dark Ocean,3
"Prayed for your...""",Oceanborn,1998,Devil & The Deep Dark Ocean,3
"""Never pray for me!""",Oceanborn,1998,Devil & The Deep Dark Ocean,3
"""Who the hell are you for me",Oceanborn,1998,Devil & The Deep Dark Ocean,3
"But a mortal dream to see""",Oceanborn,1998,Devil & The Deep Dark Ocean,3
"""This apathetic life must drown",Oceanborn,1998,Devil & The Deep Dark Ocean,3
"Forever just for me""",Oceanborn,1998,Devil & The Deep Dark Ocean,3
"""Leave me be",Oceanborn,1998,Devil & The Deep Dark Ocean,3
Leave me be,Oceanborn,1998,Devil & The Deep Dark Ocean,3
"Leave me be..ee  eeee... e""",Oceanborn,1998,Devil & The Deep Dark Ocean,3
"""From cradle to coffin",Oceanborn,1998,Devil & The Deep Dark Ocean,3
shall my wickedness be your passion,Oceanborn,1998,Devil & The Deep Dark Ocean,3
We shall come to set the dolphins free,Oceanborn,1998,Devil & The Deep Dark Ocean,3
We shall wash the darkened bloodred sea,Oceanborn,1998,Devil & The Deep Dark Ocean,3
Our songs will echo over the mountains and seas,Oceanborn,1998,Devil & The Deep Dark Ocean,3
The eternity will begin once again in peace,Oceanborn,1998,Devil & The Deep Dark Ocean,3
Naked in midwinter magic,Oceanborn,1998,Sacrament Of Wilderness,4
Lies an angel in the snow,Oceanborn,1998,Sacrament Of Wilderness,4
- The frozen ficure crossed by tracks of wolves,Oceanborn,1998,Sacrament Of Wilderness,4
"An encounter, symbolic, yet truthful",Oceanborn,1998,Sacrament Of Wilderness,4
With a hungry choir of woods,Oceanborn,1998,Sacrament Of Wilderness,4
An agreement immemorial to be born,Oceanborn,1998,Sacrament Of Wilderness,4
Dulcet elvenharps from a dryad forest,Oceanborn,1998,Sacrament Of Wilderness,4
Accompany all charming tunes,Oceanborn,1998,Sacrament Of Wilderness,4
of a sacrament by a campfire,Oceanborn,1998,Sacrament Of Wilderness,4
A promise between the tameless,Oceanborn,1998,Sacrament Of Wilderness,4
and the one with a tool,Oceanborn,1998,Sacrament Of Wilderness,4
Tonight the journey from the cave begins,Oceanborn,1998,Sacrament Of Wilderness,4
[Chorus:],Oceanborn,1998,Sacrament Of Wilderness,4
I want to hunt with the tameless heart,Oceanborn,1998,Sacrament Of Wilderness,4
I want to learn the wisdom of mountains afar,Oceanborn,1998,Sacrament Of Wilderness,4
we will honor the angel in the snow,Oceanborn,1998,Sacrament Of Wilderness,4
We will make the streams for our children flow,Oceanborn,1998,Sacrament Of Wilderness,4
Wrapped in furs beneath the northern lights,Oceanborn,1998,Sacrament Of Wilderness,4
From my cave I watch the land untamed,Oceanborn,1998,Sacrament Of Wilderness,4
And wonder is some becoming season,Oceanborn,1998,Sacrament Of Wilderness,4
will make the angel melt in shame,Oceanborn,1998,Sacrament Of Wilderness,4
[Repeat chorus 2x],Oceanborn,1998,Sacrament Of Wilderness,4
Princess of lust,Oceanborn,1998,Passion & The Opera,5
Dignity put to dust,Oceanborn,1998,Passion & The Opera,5
A virginal sight,Oceanborn,1998,Passion & The Opera,5
Their apple to bite,Oceanborn,1998,Passion & The Opera,5
Drink from my thighs,Oceanborn,1998,Passion & The Opera,5
The rain of lies,Oceanborn,1998,Passion & The Opera,5
A sight so cursed:,Oceanborn,1998,Passion & The Opera,5
Breasts which never nursed,Oceanborn,1998,Passion & The Opera,5
An Aphrodite for mortal souls,Oceanborn,1998,Passion & The Opera,5
Playing hide and seek in lecherous roles,Oceanborn,1998,Passion & The Opera,5
"Their erotic hour, my tearless weep",Oceanborn,1998,Passion & The Opera,5
"Their satisfaction, my infinite sleep",Oceanborn,1998,Passion & The Opera,5
Naked limbs reflecting from the moon,Oceanborn,1998,Passion & The Opera,5
I'll be there for you soon,Oceanborn,1998,Passion & The Opera,5
First wish for this night:,Oceanborn,1998,Passion & The Opera,5
Let me be your delight,Oceanborn,1998,Passion & The Opera,5
Body of a virgin,Oceanborn,1998,Passion & The Opera,5
Soul to the Devil's kin,Oceanborn,1998,Passion & The Opera,5
Your God is me,Oceanborn,1998,Passion & The Opera,5
In all that you see,Oceanborn,1998,Passion & The Opera,5
An Aphrodite for mortal souls,Oceanborn,1998,Passion & The Opera,5
Playing hide and seek in lecherous roles,Oceanborn,1998,Passion & The Opera,5
"Their erotic hour, my tearless weep",Oceanborn,1998,Passion & The Opera,5
"Their satisfaction, my infinite sleep",Oceanborn,1998,Passion & The Opera,5
All those beautiful people,Oceanborn,1998,Swanheart,6
I want to have them,Oceanborn,1998,Swanheart,6
I want to have them all,Oceanborn,1998,Swanheart,6
All those porcelain models,Oceanborn,1998,Swanheart,6
If only I could make them fall,Oceanborn,1998,Swanheart,6
Be my heart a well of love,Oceanborn,1998,Swanheart,6
Flowing free so far above,Oceanborn,1998,Swanheart,6
A wintry eve,Oceanborn,1998,Swanheart,6
Once upon a tale,Oceanborn,1998,Swanheart,6
An Ugly Duckling,Oceanborn,1998,Swanheart,6
Lost in a verse,Oceanborn,1998,Swanheart,6
Of a sparrow's carol,Oceanborn,1998,Swanheart,6
Dreaming the stars,Oceanborn,1998,Swanheart,6
Be my heart a well of love,Oceanborn,1998,Swanheart,6
Flowing free so far above,Oceanborn,1998,Swanheart,6
In my world,Oceanborn,1998,Swanheart,6
Love is for poets,Oceanborn,1998,Swanheart,6
Never the famous balcony scene,Oceanborn,1998,Swanheart,6
Just a dying faith,Oceanborn,1998,Swanheart,6
On a heaven's gate,Oceanborn,1998,Swanheart,6
Crystal pond awaits the lorn,Oceanborn,1998,Swanheart,6
Tonight another morn for the lonely one is born,Oceanborn,1998,Swanheart,6
"Riddler, Riddler ask me why",Oceanborn,1998,The Riddler,8
The birds fly free on a mackerel sky,Oceanborn,1998,The Riddler,8
Ask me whither goes the winds,Oceanborn,1998,The Riddler,8
Whence the endless tick-tick stream begins,Oceanborn,1998,The Riddler,8
Make me guess if the Earth is flat or round,Oceanborn,1998,The Riddler,8
Set a guessing if fantasies are unbound,Oceanborn,1998,The Riddler,8
If tales aren't just for children to see,Oceanborn,1998,The Riddler,8
That it's peace if sleep walks with me,Oceanborn,1998,The Riddler,8
[Chorus:],Oceanborn,1998,The Riddler,8
As you wish,Oceanborn,1998,The Riddler,8
For kingdom come,Oceanborn,1998,The Riddler,8
The one to know all the answers,Oceanborn,1998,The Riddler,8
You think you dwell in wisdom's sea,Oceanborn,1998,The Riddler,8
"Still, sweet ignorance is the key",Oceanborn,1998,The Riddler,8
To a poet's paradise,Oceanborn,1998,The Riddler,8
Challenge the Riddler and you will see,Oceanborn,1998,The Riddler,8
"Riddler, Riddler ask me why",Oceanborn,1998,The Riddler,8
All mothers beneath the Earth and sky,Oceanborn,1998,The Riddler,8
Hold their children's hands for a while,Oceanborn,1998,The Riddler,8
Their hearts forever... yours and mine,Oceanborn,1998,The Riddler,8
Make me wonder what's the meaning of life,Oceanborn,1998,The Riddler,8
What's the use to be born and then die,Oceanborn,1998,The Riddler,8
Make me guess who's the one,Oceanborn,1998,The Riddler,8
Behind the mask of Father and Son,Oceanborn,1998,The Riddler,8
[Repeat chorus],Oceanborn,1998,The Riddler,8
For nature hates virginity,Oceanborn,1998,The Riddler,8
I wish to be touched,Oceanborn,1998,The Riddler,8
Not by the hands of where's and why's,Oceanborn,1998,The Riddler,8
But by the Ocean's minds,Oceanborn,1998,The Riddler,8
[Repeat chorus],Oceanborn,1998,The Riddler,8
"""Get away from me!",Oceanborn,1998,Pharao Sails To Orion,9
Take heed to thyself and see my face no more!,Oceanborn,1998,Pharao Sails To Orion,9
for in the day Thou see my face,Oceanborn,1998,Pharao Sails To Orion,9
"Thou shalt die!""",Oceanborn,1998,Pharao Sails To Orion,9
Exodus 10:28,Oceanborn,1998,Pharao Sails To Orion,9
A constellation of divine architecture built on Earth,Oceanborn,1998,Pharao Sails To Orion,9
A holy harbour - Orion,Oceanborn,1998,Pharao Sails To Orion,9
Nautical ascension to the firmament,Oceanborn,1998,Pharao Sails To Orion,9
Ship-shaped barrows open my heart to the wisdom of this land,Oceanborn,1998,Pharao Sails To Orion,9
Sailing with the Serpent Chimera of a fiendish sandman,Oceanborn,1998,Pharao Sails To Orion,9
The Unicorn arrives with the west wind to dream His funeral,Oceanborn,1998,Pharao Sails To Orion,9
"""Thou art born for Horus dwells in Thee""",Oceanborn,1998,Pharao Sails To Orion,9
Slumbering with the ebb and the flow of this foaming tomb,Oceanborn,1998,Pharao Sails To Orion,9
"""Thou art born for Seteh dwells in Thee""",Oceanborn,1998,Pharao Sails To Orion,9
Reveal your face to me and guide me though the Stygian fields,Oceanborn,1998,Pharao Sails To Orion,9
Enthral my soul to Sepedet's beams to serve Your will,Oceanborn,1998,Pharao Sails To Orion,9
Sailing on the distant seas from darkness to deliverance,Oceanborn,1998,Pharao Sails To Orion,9
Tales like the ocean written to the Draco's glance,Oceanborn,1998,Pharao Sails To Orion,9
Ruling with the scythe of death you tear out philosophies apart,Oceanborn,1998,Pharao Sails To Orion,9
An ancient starwalk to merge into the stars,Oceanborn,1998,Pharao Sails To Orion,9
"""Open thy veins for my venom",Oceanborn,1998,Pharao Sails To Orion,9
Kiss the cobras with thy twisted tongue,Oceanborn,1998,Pharao Sails To Orion,9
So shalt thou join the emryrean circus,Oceanborn,1998,Pharao Sails To Orion,9
Where beggars mourn and seraphs dance,Oceanborn,1998,Pharao Sails To Orion,9
In this twilight cathedral,Oceanborn,1998,Pharao Sails To Orion,9
"Shall I wed thee,",Oceanborn,1998,Pharao Sails To Orion,9
"O Bride of the Netherwolrd""",Oceanborn,1998,Pharao Sails To Orion,9
[Repeat chorus],Oceanborn,1998,Pharao Sails To Orion,9
Join my soul the Hunter in the sky,Oceanborn,1998,Pharao Sails To Orion,9
We're walking in the air,Oceanborn,1998,Walking In The Air,10
We're floating in the moonlit sky,Oceanborn,1998,Walking In The Air,10
The people far below are sleeping as we fly,Oceanborn,1998,Walking In The Air,10
I'm holding very tight,Oceanborn,1998,Walking In The Air,10
I'm riding in the midnight blue,Oceanborn,1998,Walking In The Air,10
I'm finding I can fly so high above with you,Oceanborn,1998,Walking In The Air,10
Far across the world,Oceanborn,1998,Walking In The Air,10
The villages go by like trees,Oceanborn,1998,Walking In The Air,10
the rivers and the hills,Oceanborn,1998,Walking In The Air,10
The forest and the streams,Oceanborn,1998,Walking In The Air,10
Children gaze open mouth,Oceanborn,1998,Walking In The Air,10
Taken by surprise,Oceanborn,1998,Walking In The Air,10
Nobody down below believes their eyes,Oceanborn,1998,Walking In The Air,10
We're surfing in the air,Oceanborn,1998,Walking In The Air,10
We're swimming in the frozen sky,Oceanborn,1998,Walking In The Air,10
We're drifting over icy,Oceanborn,1998,Walking In The Air,10
mountains floating by,Oceanborn,1998,Walking In The Air,10
Suddenly swooping low on an ocean deep,Oceanborn,1998,Walking In The Air,10
Arousing of a mighty monster from its sleep,Oceanborn,1998,Walking In The Air,10
We're walking in the air,Oceanborn,1998,Walking In The Air,10
We're floating in the midnight sky,Oceanborn,1998,Walking In The Air,10
And everyone who sees us greets us as we fly,Oceanborn,1998,Walking In The Air,10
[bonus track],Oceanborn,1998,Sleeping Sun,11
The sun is sleeping quietly,Oceanborn,1998,Sleeping Sun,11
Once upon a century,Oceanborn,1998,Sleeping Sun,11
Wistful oceans calm and red,Oceanborn,1998,Sleeping Sun,11
Ardent caresses laid to rest,Oceanborn,1998,Sleeping Sun,11
For my dreams I hold my life,Oceanborn,1998,Sleeping Sun,11
For wishes I behold my night,Oceanborn,1998,Sleeping Sun,11
The truth at the end of time,Oceanborn,1998,Sleeping Sun,11
Losing faith makes a crime,Oceanborn,1998,Sleeping Sun,11
I wish for this night-time,Oceanborn,1998,Sleeping Sun,11
to last for a lifetime,Oceanborn,1998,Sleeping Sun,11
The darkness around me,Oceanborn,1998,Sleeping Sun,11
Shores of a solar sea,Oceanborn,1998,Sleeping Sun,11
Oh how I wish to go down with the sun,Oceanborn,1998,Sleeping Sun,11
Sleeping,Oceanborn,1998,Sleeping Sun,11
Weeping,Oceanborn,1998,Sleeping Sun,11
With you,Oceanborn,1998,Sleeping Sun,11
Sorrow has a human heart,Oceanborn,1998,Sleeping Sun,11
From my god it will depart,Oceanborn,1998,Sleeping Sun,11
I'd sail before a thousand moons,Oceanborn,1998,Sleeping Sun,11
Never finding where to go,Oceanborn,1998,Sleeping Sun,11
Two hundred twenty-two days of light,Oceanborn,1998,Sleeping Sun,11
Will be desired by a night,Oceanborn,1998,Sleeping Sun,11
A moment for the poet's play,Oceanborn,1998,Sleeping Sun,11
Until there's nothing left to say,Oceanborn,1998,Sleeping Sun,11
I wish for this night-time...,Oceanborn,1998,Sleeping Sun,11
I wish for this night-time...,Oceanborn,1998,Sleeping Sun,11
"[Bonus Track]Born to the false world, the wanderer,",Oceanborn,1998,Nightquest,12
"Storyteller, The Pied Piper",Oceanborn,1998,Nightquest,12
On a quest for immortality,Oceanborn,1998,Nightquest,12
Gathering a troop to find the fantasy,Oceanborn,1998,Nightquest,12
Led by a maid - Queen of the night,Oceanborn,1998,Nightquest,12
"Voice of angels, such a divine sight",Oceanborn,1998,Nightquest,12
An Amazon to fight and cure,Oceanborn,1998,Nightquest,12
This reality with her feline lure,Oceanborn,1998,Nightquest,12
Patriotic to the promised land of Neverwaking Dream,Oceanborn,1998,Nightquest,12
Nightquest - quest not for the past,Oceanborn,1998,Nightquest,12
But for tomorrow to make it last,Oceanborn,1998,Nightquest,12
Simply the best - way to walk this life,Oceanborn,1998,Nightquest,12
Hand in hand with the dreamers'minds,Oceanborn,1998,Nightquest,12
"Enter the realm, don't stay awake",Oceanborn,1998,Nightquest,12
"The dreams remain, they only break",Oceanborn,1998,Nightquest,12
"Forget the task, enjoy the ride",Oceanborn,1998,Nightquest,12
And follow us into the night,Oceanborn,1998,Nightquest,12
A merry minstrel with his fingers fast,Oceanborn,1998,Nightquest,12
"Playing his lute, charming every lass",Oceanborn,1998,Nightquest,12
Joins the troop with a glitter in his eye,Oceanborn,1998,Nightquest,12
"""Shall I find fame or shall I die""",Oceanborn,1998,Nightquest,12
A warrior of power along the path,Oceanborn,1998,Nightquest,12
"A hammerheart, his gallantry to last",Oceanborn,1998,Nightquest,12
"Rhythm of sirens, enemies, take heed",Oceanborn,1998,Nightquest,12
For in this war laws are a silent sleep,Oceanborn,1998,Nightquest,12
Patriotic to the promised land of Neverwaking Dream,Oceanborn,1998,Nightquest,12
"""Come to the elfland"" the eldest said,",Oceanborn,1998,Nightquest,12
"""In my guidance you shall not be afraid,",Oceanborn,1998,Nightquest,12
"I am the mastermind, the wizard to show the way""",Oceanborn,1998,Nightquest,12
First ones to guard this path of night,Oceanborn,1998,Nightquest,12
