title,genre,release_date
Team Thor,"Comedy,Science Fiction",2016-08-28
Steamboat Willie,"Animation,Music,Comedy,Family",1928-11-18
Winchester '73,Western,1950-07-12
Mutiny on the Bounty,"Adventure,Drama,History",1935-11-22
Wait Until Dark,"Crime,Thriller,Horror",1967-10-26
Loveless,Drama,2017-06-01
Romeo and Juliet,"Drama,Romance",1968-04-02
Sexmission,"Science Fiction,Adventure,Comedy",1984-05-13
Miracle on 34th Street,"Comedy,Drama,Family",1947-06-04
Close Encounters of the Third Kind,"Science Fiction,Drama",1977-11-18
The African Queen,"Adventure,Romance",1952-01-07
Battle for Sevastopol,"Drama,War,Romance",2015-04-02
Scooby-Doo! and the Cyber Chase,"Animation,Adventure,Comedy",2001-10-09
My Sister's Keeper,Drama,2009-06-26
The Triplets of Belleville,"Animation,Drama,Comedy",2003-06-11
Only the Brave,"Drama,Action,History",2017-09-22
Batman Beyond: Return of the Joker,"Animation,Family,Action,Science Fiction",2000-12-12
Kung Fu Hustle,"Action,Comedy,Crime,Fantasy",2004-02-10
The Fly,"Horror,Science Fiction",1986-08-15
My Girl,"Comedy,Drama",1991-11-27
Deconstructing Harry,"Comedy,Drama",1997-12-12
Teen Titans Go! To the Movies,"Animation,Action,Comedy,Science Fiction",2018-07-27
The Seventh Company Has Been Found,"Action,Comedy,War",1975-12-10
"Bianco, rosso e Verdone",Comedy,1981-02-20
Operation Condor,"Action,Adventure,Crime,Thriller",1991-02-07
Spider-Man: Homecoming,"Action,Adventure,Science Fiction,Drama",2017-07-05
Pelé: Birth of a Legend,Drama,2016-05-06
Windstorm,"Adventure,Family",2013-03-21
Road to Perdition,"Crime,Drama,Thriller",2002-07-12
Eastern Promises,"Thriller,Crime,Mystery",2007-09-14
A Time to Kill,"Crime,Drama,Thriller",1996-07-24
The Brain,"Crime,Comedy",1969-03-07
Gentlemen Prefer Blondes,"Music,Comedy,Romance",1953-07-14
Play,Comedy,2019-09-04
Elisa & Marcela,"Drama,Romance",2019-05-24
Birds of Passage,"Drama,Crime",2018-08-02
Full Out,"History,Drama,Family",2015-09-11
Johnny Stecchino,Comedy,1991-10-24
"Merry Christmas, Mr. Lawrence","Drama,History,War",1983-05-28
Black Hawk Down,"Action,History,War",2001-12-28
Bad Day at Black Rock,"Thriller,Drama",1955-01-13
The Passenger,"Thriller,Drama",1975-02-28
Sissi,"Comedy,Drama,Romance",1955-12-22
Extraction,"Drama,Action,Thriller",2020-04-24
The Big Sick,"Comedy,Drama,Romance",2017-03-30
Walkabout,"Adventure,Drama",1971-07-01
To Catch a Thief,"Crime,Drama,Mystery,Romance,Thriller",1955-08-03
The Secret Scripture,"Drama,Romance",2017-03-23
Patema Inverted,"Animation,Adventure,Drama,Fantasy,Science Fiction",2013-11-09
Saving Mr. Banks,"Comedy,Drama,History",2013-11-29
The Wicker Man,Horror,1973-12-01
Journey to Italy,"Drama,Romance",1954-09-07
Justice League vs. Teen Titans,"Science Fiction,Action,Animation",2016-05-13
All That Heaven Allows,"Drama,Romance",1955-12-25
Loose Cannons,"Comedy,Drama,Romance",2010-02-12
Barbie and the Diamond Castle,"Animation,Family",2008-09-03
A Man for All Seasons,"Drama,History",1966-12-13
21 Grams,"Drama,Crime,Thriller",2003-09-06
Precious,Drama,2009-11-06
"What's Up, Doc?","Comedy,Romance",1972-03-09
Swan Song,"Drama,Science Fiction",2021-12-17
The Impossible,"Thriller,Drama",2012-09-09
French Fried Vacation 2,Comedy,1979-11-22
Scooby-Doo! and the Loch Ness Monster,"Family,Adventure,Animation,Comedy,Fantasy,Mystery",2004-06-21
From Here to Eternity,"War,Romance,Drama",1953-08-28
The Little Mermaid,"Animation,Family,Fantasy",1989-11-17
Rocketman,"Music,Drama,History",2019-05-22
The Butler,Drama,2013-08-16
Rise of the Guardians,"Family,Animation,Fantasy,Action,Adventure",2012-11-21
EverAfter,"Drama,Romance,Comedy",1998-07-31
I Want You,"Drama,Romance",2012-06-22
Pickpocket,"Crime,Drama",1959-12-16
Southpaw,"Action,Drama",2015-03-24
Tucker and Dale vs. Evil,"Comedy,Horror",2010-01-22
Memories,"Fantasy,Animation,Science Fiction",1995-12-23
Mesrine: Public Enemy #1,"Action,Thriller,Crime,Drama",2008-11-19
The City of Lost Children,"Fantasy,Science Fiction,Adventure",1995-08-17
Fantastic Beasts and Where to Find Them,"Fantasy,Adventure,Action",2016-11-16
Now You See Me,"Thriller,Crime",2013-05-29
Ghostland,"Horror,Mystery,Thriller",2018-03-14
Darkest Hour,"Drama,History",2017-11-22
The Wailing,"Horror,Mystery",2016-05-12
The Girl with the Dragon Tattoo,"Thriller,Crime,Mystery",2011-12-14
Falling Down,"Crime,Drama,Thriller",1993-02-26
Rudy,"Drama,History",1993-09-17
Cyrano de Bergerac,"Drama,Comedy,History,Romance",1990-03-28
Martyrs,"Horror,Drama,Thriller",2008-09-03
Remember,"Drama,Thriller,Mystery",2015-10-23
Asterix & Obelix: Mission Cleopatra,"Family,Fantasy,Comedy,Adventure",2002-01-30
Goldfinger,"Adventure,Action,Thriller",1964-09-20
Dirty Dancing,"Drama,Music,Romance",1987-08-21
The Muppet Christmas Carol,"Music,Comedy,Family,Fantasy,Drama",1992-12-10
Funny Games,"Drama,Horror,Thriller",1997-09-11
Scream,"Crime,Horror,Mystery",1996-12-20
"Good Morning, Vietnam","Comedy,Drama,War",1987-12-23
Jackie Brown,"Crime,Thriller,Drama",1997-04-10
Persuasion,"Romance,Drama,TV Movie",2007-04-01
Train of Life,"Drama,Comedy,War",1998-09-16
Twin Peaks: Fire Walk with Me,"Drama,Mystery,Horror",1992-06-03
The Front Page,Comedy,1974-11-01
Match Point,"Drama,Thriller,Crime,Romance",2005-10-26
Woman in Gold,Drama,2015-03-20
Mr. Church,Drama,2016-09-16
20th Century Women,Drama,2016-12-28
Two Distant Strangers,Drama,2021-04-09
Float,"Animation,Drama,Family",2019-11-12
Lava,"Animation,Family",2014-10-10
Testament of Youth,"History,Drama,War",2014-10-14
Justice League: Crisis on Two Earths,"Action,Adventure,Animation,Science Fiction",2010-02-23
Blow Out,"Crime,Drama,Mystery,Thriller",1981-07-24
Bloody Sunday,"Drama,History",2002-01-16
Les Misérables,"History,Drama",2012-12-18
The Piano Teacher,"Drama,Romance",2001-09-05
Perfume: The Story of a Murderer,"Crime,Fantasy,Drama",2006-09-13
Enola Holmes,"Mystery,Crime,Adventure",2020-09-23
Ophelia,"Drama,Romance,History",2019-06-28
Christopher Robin,"Adventure,Comedy,Family,Fantasy",2018-08-02
His Secret Life,"Drama,Romance",2001-03-16
Lagaan: Once Upon a Time in India,"Adventure,Romance,Drama",2001-06-15
Dark City,"Mystery,Science Fiction",1998-02-27
Maleficent: Mistress of Evil,"Family,Fantasy,Adventure",2019-10-16
Stalingrad,"Drama,History,War",1993-01-20
Law of Desire,"Comedy,Drama,Thriller",1987-02-07
Papillon,"Drama,History,Crime",2017-09-07
Stand by Me Doraemon,"Animation,Family,Science Fiction,Fantasy",2014-08-08
The First Beautiful Thing,"Comedy,Drama",2010-01-15
Scrooge,"Fantasy,Drama",1951-11-28
The Party,Comedy,1968-04-04
Land and Freedom,"Drama,History,War,Romance",1995-04-07
The Social Network,Drama,2010-10-01
American Me,"Crime,Drama",1992-03-13
Delicatessen,"Comedy,Science Fiction,Fantasy",1991-04-17
The Mafia Kills Only in Summer,"Romance,Comedy,Crime,Drama",2013-11-28
Missing,"Drama,Mystery,Thriller",1982-02-12
Ghost Dog: The Way of the Samurai,"Crime,Drama",1999-06-02
Heathers,"Comedy,Crime",1989-03-31
The Magnificent Ambersons,"Drama,Romance,History",1942-07-10
Dear Basketball,Animation,2017-04-23
Law Abiding Citizen,"Drama,Crime,Thriller",2009-10-15
Run Lola Run,"Action,Drama,Thriller",1998-03-03
Suite Française,"Drama,Romance,War",2015-03-12
The Duellists,"Drama,War",1977-08-31
The Blue Angel,Drama,1930-04-01
Mia and the White Lion,"Adventure,Family,Drama",2018-08-02
Star Trek Into Darkness,"Action,Adventure,Science Fiction",2013-05-05
On Golden Pond,Drama,1981-12-01
Christiane F.,Drama,1981-04-02
The Abyss,"Adventure,Action,Thriller,Science Fiction",1989-08-09
Ice Age,"Animation,Comedy,Family,Adventure",2002-03-10
Bye Bye Morons,"Comedy,Drama",2020-10-21
Marvel One-Shot: Agent Carter,"Action,Adventure,Science Fiction,Fantasy",2013-09-03
A Man and a Woman,"Drama,Romance",1966-05-27
A Very Long Engagement,"Drama,Romance,War",2004-10-26
Harriet,"Drama,History",2019-11-01
Detroit,"Crime,Drama,Thriller,History",2017-07-28
The Yellow Sea,"Drama,Thriller,Crime",2010-12-22
Crossroads,"Drama,Music,Mystery,Romance",1986-03-14
The Guns of Navarone,"War,Action",1961-04-27
The Kite Runner,Drama,2007-12-14
Minority Report,"Action,Thriller,Science Fiction,Mystery",2002-06-20
Gonjiam: Haunted Asylum,"Horror,Mystery",2018-03-28
A Shot in the Dark,"Comedy,Crime,Mystery",1964-06-23
Weekend,"Drama,Romance",2011-09-22
Ghost in the Shell: Stand Alone Complex - Solid State Society,"Animation,Action,Thriller,Crime,Science Fiction",2006-09-01
Possession,Horror,1981-05-27
#Alive,"Action,Horror,Thriller",2020-06-24
The Collini Case,"Thriller,Drama,Crime",2019-04-18
Split,"Horror,Thriller",2016-11-15
Tini: The New Life of Violetta,"Comedy,Drama,Music",2016-05-04
The Big Short,"Comedy,Drama",2015-12-11
Hair,"Comedy,Drama,Music,Romance,War",1979-03-14
Pirates of the Caribbean: Dead Man's Chest,"Adventure,Fantasy,Action",2006-07-06
Bajirao Mastani,"War,History,Romance",2015-12-18
The Fundamentals of Caring,"Comedy,Drama",2016-06-16
Superman/Shazam!: The Return of Black Adam,"Animation,Action,Science Fiction,Fantasy",2010-11-16
Hud,"Western,Drama",1963-05-28
The Hours,Drama,2002-12-27
Stolen Kisses,"Comedy,Drama,Romance",1968-09-04
In the Heights,"Drama,Music,Romance",2021-06-10
Horse Fever,Comedy,1976-10-29
Three Days of the Condor,"Thriller,Mystery,Adventure",1975-09-24
The Meaning of Life,Comedy,1983-03-31
A Christmas Story,"Comedy,Family",1983-11-18
Rudolph the Red-Nosed Reindeer,"Animation,Family,TV Movie",1964-12-06
Don't Breathe 2,"Thriller,Horror",2021-08-12
At War for Love,"War,Drama,Comedy,Romance",2016-10-27
End of Watch,"Crime,Drama,Thriller",2012-09-20
Fear Over the City,"Action,Crime,Drama,Thriller",1975-04-09
5 Centimeters per Second,"Animation,Drama,Romance",2007-03-03
Red Cliff Part II,"Action,Drama,History,War",2009-01-07
The Quiet Man,"Romance,Comedy,Drama",1952-07-21
The Terminal,"Comedy,Drama",2004-06-17
Bāhubali 2: The Conclusion,"Action,Adventure,Fantasy",2017-04-27
Chak De! India,Drama,2007-08-10
An American Crime,"Crime,Drama",2007-07-27
Finding Neverland,Drama,2004-10-17
"O Brother, Where Art Thou?","Adventure,Comedy,Crime",2000-08-30
Lights Out,Horror,2013-12-30
The Physician,"Adventure,Drama,History",2013-12-25
Star Wars: The Force Awakens,"Adventure,Action,Science Fiction,Fantasy",2015-12-15
Hawks and Sparrows,"Comedy,Drama,Fantasy",1966-05-04
Deliverance,"Drama,Adventure,Thriller",1972-08-18
Lightyear,"Animation,Science Fiction,Adventure,Action,Family",2022-06-15
Wreck-It Ralph,"Family,Animation,Comedy,Adventure",2011-11-24
Scooby-Doo! and the Monster of Mexico,"Animation,Comedy,Family,Mystery",2003-09-30
House of Flying Daggers,"Adventure,Drama,Action",2004-05-19
Becoming Jane,"Romance,Drama",2007-03-02
Blood Simple,"Crime,Drama,Thriller",1984-09-07
Drunken Master,"Action,Comedy",1978-10-05
Henry V,"War,Drama,History",1989-10-05
Pitch Perfect,"Comedy,Music,Romance",2012-09-28
Evangelion: 3.0 You Can (Not) Redo,"Animation,Science Fiction,Action,Drama",2012-11-17
Tomboy,Drama,2011-04-20
The Eighth Day,Drama,1996-05-22
Jack-Jack Attack,"Adventure,Animation,Family",2005-03-15
Adventures in Babysitting,"TV Movie,Comedy,Family",2016-06-24
The Hundred-Foot Journey,"Drama,Comedy",2014-08-06
The Message,"Adventure,Drama,Action,History",1976-03-09
Watchmen,"Action,Mystery,Science Fiction",2009-03-04
Palm Springs,"Comedy,Romance,Science Fiction",2020-07-10
Freeheld,"Romance,Drama",2015-10-02
Sorry If I Call You Love,"Drama,Romance",2014-06-20
The Names of Love,"Drama,Comedy,Romance",2010-11-24
Only Yesterday,"Animation,Drama,Romance",1991-07-20
Frost/Nixon,"Drama,History",2008-10-15
Over the Moon,"Animation,Adventure,Family,Fantasy",2020-10-16
A Single Man,"Romance,Drama",2009-10-19
The Stranger,"Crime,Drama,Mystery,Thriller",1946-07-02
Snake in the Eagle's Shadow,"Action,Comedy",1978-03-01
Little Women,"Drama,Romance",1994-12-21
Utøya: July 22,"History,Drama",2018-03-09
The Judge,Drama,2014-10-08
The Commitments,"Comedy,Drama,Music",1991-08-14
Of Mice and Men,Drama,1992-09-16
Forbidden Planet,Science Fiction,1956-03-23
Twice Born,"Drama,Romance,War",2012-09-13
The Hobbit: An Unexpected Journey,"Adventure,Fantasy,Action",2012-11-26
They Live,"Science Fiction,Action",1988-11-23
Gangs of New York,"Drama,History,Crime",2002-12-14
Interstate 60,"Adventure,Comedy,Fantasy",2002-04-13
Colorful,"Animation,Drama,Family",2010-08-21
The Texas Chain Saw Massacre,Horror,1974-10-01
A Christmas Carol,"Drama,Fantasy,TV Movie,Family",1984-10-09
The Counterfeiters,"Drama,War",2007-03-22
Mune: Guardian of the Moon,"Animation,Family,Adventure,Fantasy",2015-02-05
"The Adventures of Priscilla, Queen of the Desert","Drama,Comedy",1994-05-31
Riders of Justice,"Action,Comedy,Drama",2020-11-19
The Guilty,"Drama,Thriller",2018-06-14
Brooklyn,"Romance,Drama",2015-10-20
Sarah's Key,"Drama,War",2010-09-16
One Man Band,"Animation,Family",2005-06-21
Venus in Fur,Drama,2013-05-28
War Horse,"War,Drama,Action",2011-12-25
The Lady Eve,"Comedy,Romance",1941-02-25
The Man from the Future,"Comedy,Fantasy,Science Fiction,Romance",2011-09-02
The Family Friend,Drama,2006-10-01
Ghost in the Shell 2: Innocence,"Animation,Drama,Science Fiction",2004-03-06
Patch Adams,"Comedy,Drama",1998-12-25
The Evil Dead,Horror,1981-09-10
The 12th Man,"War,Drama",2017-12-25
The Past,"Drama,Mystery",2013-05-17
The Awful Truth,"Comedy,Drama,Romance",1937-10-20
Beautiful Thing,"Comedy,Drama,Romance",1996-06-21
Gone Baby Gone,"Crime,Drama,Mystery",2007-06-06
The Devil's Backbone,"Fantasy,Drama,Horror,Thriller",2001-04-20
Colonia,"Drama,Romance,Thriller",2015-06-24
13 Assassins,"Adventure,Drama,Action",2010-09-09
Battle Royale,"Drama,Thriller,Action",2000-12-16
The Professional,"Action,Adventure,Thriller",1981-10-21
A Nightmare on Elm Street,Horror,1984-11-09
Lucky,Drama,2017-09-29
Hell or High Water,"Crime,Thriller,Drama",2016-08-11
The Immigrant,Comedy,1917-06-17
Kirikou and the Sorceress,"Fantasy,Adventure,Animation,Family",1998-12-09
Assault on Precinct 13,"Thriller,Action,Crime",1976-11-05
The Bourne Supremacy,"Action,Drama,Thriller",2004-07-23
Frozen II,"Family,Animation,Adventure,Comedy,Fantasy",2019-11-20
The Hangover,Comedy,2009-06-02
The Public Enemy,"Crime,Drama",1931-04-23
Blazing Saddles,"Western,Comedy",1974-02-07
"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,1995-09-07
Bread and Tulips,"Comedy,Romance",2000-03-03
Lady and the Tramp,"Family,Romance,Comedy",2019-11-12
Gantz:O,"Science Fiction,Action,Animation",2016-10-14
When the Wind Blows,"Animation,Drama,War,Science Fiction",1986-10-24
Manhattan Murder Mystery,"Comedy,Mystery",1993-05-02
The Secret: Dare to Dream,"Drama,Romance",2020-04-16
A Dog's Way Home,"Drama,Adventure,Family",2019-01-10
The Miracle Season,Drama,2018-04-13
Dawn of the Planet of the Apes,"Science Fiction,Action,Drama,Thriller",2014-06-26
X-Men: First Class,"Action,Science Fiction,Adventure",2011-06-01
West Side Story,"Crime,Drama,Romance",1961-12-13
Clifford the Big Red Dog,"Family,Adventure,Comedy,Fantasy",2021-11-10
Phantom Thread,"Drama,Romance",2017-12-25
Center of My World,"Drama,Romance",2016-11-10
Resort to Love,"Romance,Comedy",2021-07-29
Suburra,"Crime,Drama,Thriller",2015-10-14
The King's Daughter,"Fantasy,Drama,Romance,History",2022-01-21
The Lunchbox,"Drama,Romance",2013-09-20
The Hobbit: The Battle of the Five Armies,"Action,Adventure,Fantasy",2014-12-10
Dragon Ball: The Path to Power,"Animation,Adventure,Fantasy",1996-03-04
True Grit,"Drama,Adventure,Western",2010-12-22
A Matter of Loaf and Death,"Animation,Comedy,Family",2008-12-03
The Illusionist,"Fantasy,Drama,Thriller,Romance",2006-08-18
Lean On Me,Drama,1989-03-03
Superman: Red Son,"Science Fiction,Animation,Action",2020-02-24
Pay It Forward,Drama,2000-10-20
Kahaani,"Mystery,Thriller",2012-03-08
Fist of Fury,"Drama,Action,Thriller",1972-03-22
Death in Venice,Drama,1971-03-01
Star Trek: First Contact,"Science Fiction,Action,Adventure,Thriller",1996-11-22
Kiss and Cry,"Romance,Drama,Music,TV Movie",2017-02-10
Avengers: Age of Ultron,"Action,Adventure,Science Fiction",2015-04-22
Quiz Show,"History,Drama,Mystery",1994-08-25
The Fortune Cookie,"Romance,Comedy",1966-10-19
La Cérémonie,"Drama,Thriller",1995-08-30
Munna Bhai M.B.B.S.,"Comedy,Drama",2003-12-19
Clueless,"Comedy,Romance",1995-07-19
Escape from Pretoria,"Drama,History,Thriller",2020-03-06
The Fisher King,"Comedy,Drama",1991-09-20
What's in a Name,"Drama,Comedy",2012-04-25
Balto,"Family,Animation,Adventure",1995-12-22
Batman: Hush,"Science Fiction,Crime,Animation,Mystery,Action",2019-07-19
Source Code,"Thriller,Science Fiction,Mystery",2011-03-30
Dangerous Liaisons,"Drama,Romance",1988-12-21
Batman: Year One,"Action,Animation,Crime",2011-09-27
Evil,Drama,2003-09-16
In the Name of the Land,Drama,2019-09-25
Tunnel,"Thriller,Drama,Action",2016-08-10
The Aristocats,"Animation,Comedy,Family,Adventure",1970-12-24
Indiana Jones and the Temple of Doom,"Adventure,Action",1984-05-23
The Conjuring 2,"Horror,Thriller",2016-06-08
Dark Passage,"Crime,Drama,Romance,Thriller",1947-09-05
Suffragette,"Drama,History",2015-10-16
Now Where Did the Seventh Company Get to?,"Comedy,War",1973-05-24
3 Women,"Drama,Mystery",1977-04-10
Family Resemblances,Comedy,1996-09-07
Labyrinth,"Adventure,Family,Fantasy",1986-06-27
My Name Is Nobody,"Comedy,Western",1973-12-13
Louis C.K. 2017,Comedy,2017-04-04
The White Sheik,"Romance,Comedy,Drama",1952-09-27
Robin Hood,"Animation,Family",1973-11-08
Everything Is Illuminated,"Comedy,Drama",2005-09-16
Marshall,Drama,2017-10-13
Dog Pound,Drama,2010-04-24
Our Friend,"Drama,Romance",2019-02-25
Barbie & Her Sisters in the Great Puppy Adventure,"Family,Animation,Adventure",2015-10-07
Inception: The Cobol Job,"Animation,Action,Thriller,Science Fiction",2010-12-07
Rise of the Planet of the Apes,"Thriller,Action,Drama,Science Fiction",2011-08-03
Dracula,Horror,1958-05-22
The Gods Must Be Crazy,"Action,Comedy",1980-09-10
Old Henry,"Action,Western,Thriller",2021-10-01
Lady Bird,"Drama,Comedy",2017-09-01
The Hidden Face,"Thriller,Mystery",2011-09-16
Days of Being Wild,"Crime,Drama,Romance",1990-12-15
The Jungle Book,"Family,Animation,Adventure",1967-10-18
Lamp Life,"Animation,Comedy,Family",2020-01-31
John Wick: Chapter 2,"Thriller,Action,Crime",2017-02-08
Only Lovers Left Alive,"Drama,Romance",2013-12-12
The Day of the Beast,"Action,Comedy,Horror,Crime,Fantasy",1995-10-20
Last Christmas,"Comedy,Romance",2019-11-07
The Kissing Booth,"Romance,Comedy",2018-05-11
Wonder Woman,"Action,Adventure,Animation,Fantasy,Science Fiction",2009-03-03
Airplane!,Comedy,1980-07-02
Zatoichi,"Adventure,Drama,Action",2003-09-06
Fear Street: 1666,"Mystery,Horror",2021-07-14
Fear Street: 1978,"Mystery,Horror",2021-07-08
"OSS 117: Cairo, Nest of Spies","Crime,Action,Adventure,Comedy",2006-04-19
Conspiracy,"History,Drama,War",2001-05-19
Fracture,Thriller,2007-04-19
Milk,"History,Drama",2008-11-05
Confession of Murder,"Action,Thriller",2012-11-08
Funny Girl,"Comedy,Drama,Romance",1968-09-19
Tell No One,"Drama,Thriller,Crime,Mystery",2006-11-01
Lord of War,"Crime,Drama,Thriller",2005-09-16
"Don't Worry, I'm Fine",Drama,2006-09-06
Dead Man,"Drama,Fantasy,Western",1995-12-23
Professor Marston and the Wonder Women,"Drama,Romance",2017-10-13
The Phantom of the Opera,"Thriller,Drama,Romance",2004-12-08
The Distinguished Citizen,"Comedy,Drama",2016-09-08
