title,genre,release_date
Cold Pursuit,"Action,Crime,Thriller",2019-02-07
Sausage Party,"Adventure,Animation,Comedy,Fantasy",2016-07-11
The Midnight Man,Horror,2016-09-30
Poveri ma ricchissimi,Comedy,2017-12-14
Black Tide,"Thriller,Drama,Mystery",2018-07-18
Playmobil: The Movie,"Family,Animation,Comedy,Adventure",2019-06-10
Battle: Los Angeles,"Science Fiction,Action",2011-03-08
The French Kissers,Comedy,2009-06-10
The Art of War,"Crime,Action,Adventure",2000-08-25
The Ant Bully,"Fantasy,Adventure,Animation,Comedy,Family",2006-07-28
Knights of Badassdom,"Adventure,Fantasy,Horror,Comedy",2013-01-21
Satan,"Comedy,Horror,Thriller",2006-02-01
Battle for the Planet of the Apes,"Action,Science Fiction",1973-06-15
30 Minutes or Less,"Action,Adventure,Comedy",2011-08-11
Ex,Comedy,2009-02-06
Laws of Attraction,"Comedy,Romance",2004-04-04
Wrong Turn 4: Bloody Beginnings,"Horror,Thriller",2011-10-17
Eight Legged Freaks,"Action,Comedy,Horror,Thriller",2002-07-17
Blood: The Last Vampire,"Action,Adventure,Horror,Science Fiction,Thriller",2009-04-02
Pixels,"Action,Comedy,Science Fiction",2015-07-16
Superman Returns,"Science Fiction,Action,Adventure",2006-06-28
My Big Gay Italian Wedding,Comedy,2018-03-01
247°F,"Horror,Thriller",2011-09-01
Hick,"Comedy,Drama",2011-09-10
Escape from Planet Earth,"Animation,Comedy,Adventure,Family,Science Fiction",2012-12-27
The Chase,"Adventure,Comedy,Action,Crime",1994-03-04
Let's Go to Prison,"Comedy,Crime",2006-11-17
The Thaw,"Horror,Science Fiction,Thriller",2009-01-01
Ringu 2,"Horror,Mystery,Science Fiction",1999-01-23
Tarzan,"Animation,Action,Adventure,Family",2013-10-17
Win a Date with Tad Hamilton!,"Comedy,Romance",2004-01-23
Synchronicity,"Thriller,Mystery,Science Fiction",2015-07-22
Maggie's Plan,"Drama,Comedy,Romance",2016-04-27
Alvin and the Chipmunks: Chipwrecked,"Comedy,Fantasy,Family,Music,Animation",2011-12-14
Bandslam,"Comedy,Drama,Family,Music,Romance",2009-08-06
Ben-Hur,"Action,History,Adventure,Drama",2016-08-17
America's Sweethearts,"Comedy,Romance",2001-07-17
Arkansas,"Crime,Thriller",2020-05-05
The Curse of La Llorona,"Horror,Thriller",2019-04-17
A Fantastic Fear of Everything,"Comedy,Thriller,Horror",2012-06-07
Gamer,"Action,Thriller,Science Fiction",2009-09-03
License to Wed,Comedy,2007-07-04
Megalodon,"Action,Science Fiction,Horror,TV Movie",2018-08-10
Rough Night,"Drama,Comedy",2017-06-15
S.W.A.T.: Firefight,"Action,Crime,Thriller",2011-03-01
Darkness,Horror,2002-10-11
Momentum,"Action,Crime,Thriller",2015-10-15
The Atticus Institute,Horror,2015-01-20
Life or Something Like It,"Comedy,Drama,Romance",2002-04-24
Wrath of the Titans,"Fantasy,Adventure",2012-03-28
Prey,"Adventure,Horror,Thriller",2007-01-30
The Whole Ten Yards,"Comedy,Thriller,Crime",2004-04-07
The Hurricane Heist,"Action,Crime,Thriller",2018-02-28
The NeverEnding Story II: The Next Chapter,"Drama,Family,Fantasy,Adventure",1990-10-24
Bubble Boy,"Comedy,Adventure,Romance",2001-08-24
Fantozzi The Return,Comedy,1996-12-20
Legally Blondes,Comedy,2009-04-28
The Remaining,"Thriller,Horror",2014-08-25
Cosmopolis,Drama,2012-05-25
The Pact,"Horror,Mystery,Thriller",2012-05-25
47 Meters Down: Uncaged,"Horror,Drama,Adventure",2019-08-15
Flatliners,"Drama,Horror,Thriller",2017-09-28
The Messengers,"Mystery,Thriller,Horror",2007-02-02
Armored,"Action,Crime,Drama,Thriller,Mystery",2009-12-04
The Heartbreak Kid,"Comedy,Romance",2007-10-05
The Factory,"Crime,Thriller,Mystery",2011-10-19
Metro,"Action,Adventure,Comedy,Crime,Thriller",1997-01-16
I Spit on Your Grave III: Vengeance is Mine,"Horror,Thriller",2015-10-01
Children of the Corn,"Horror,Thriller",1984-03-09
Fool's Gold,"Romance,Comedy,Adventure",2008-02-07
Red Planet,"Thriller,Action,Science Fiction",2000-11-10
The Rage: Carrie 2,"Horror,Thriller,Science Fiction",1999-03-11
The Hunters,"Adventure,TV Movie",2013-10-25
The Reef,"Drama,Horror,Thriller",2010-05-15
The Tuxedo,"Thriller,Action,Comedy,Science Fiction",2002-09-27
Taxi 3,"Action,Comedy",2003-01-29
Jay and Silent Bob Reboot,Comedy,2019-10-15
Hatchet III,"Horror,Thriller,Comedy,Action",2013-06-14
Doctor Dolittle,"Comedy,Family,Fantasy",1998-06-26
Back to Mom's,Comedy,2016-06-01
Final Analysis,"Drama,Thriller,Romance",1992-02-07
Grand Isle,"Thriller,Action",2019-12-06
Addio fottuti musi verdi,"Comedy,Science Fiction",2017-11-09
Porky's II: The Next Day,Comedy,1983-06-24
Four Rooms,"Crime,Comedy",1995-12-09
Hangman,"Mystery,Crime,Thriller",2017-12-22
The Maiden Heist,"Comedy,Crime",2009-05-09
Iron Sky,"Action,Comedy,Science Fiction",2012-03-10
Fame,"Music,Comedy,Drama,Romance",2009-09-23
Legionnaire,"Adventure,Action,History,War",1998-12-03
Picture This,Comedy,2008-07-13
OSS 117: From Africa with Love,"Comedy,Adventure,Action",2021-08-04
Mara,"Crime,Horror,Thriller",2018-08-22
Destination Wedding,"Romance,Comedy,Drama",2018-08-02
Boo! A Madea Halloween,"Comedy,Horror",2016-10-21
Abraham Lincoln: Vampire Hunter,"Action,Fantasy,Horror",2012-06-20
The Stepford Wives,"Comedy,Science Fiction,Horror,Thriller",2004-06-10
Boo 2! A Madea Halloween,"Horror,Comedy",2017-10-20
Black Water,"Action,Thriller",2018-05-18
Ever Been to the Moon?,"Comedy,Romance",2015-01-22
"Me, Them and Lara","Comedy,Drama",2010-01-05
Based on a True Story,"Thriller,Mystery,Drama",2017-11-01
Hit & Run,"Action,Comedy,Romance",2012-08-22
2 Days in New York,"Comedy,Drama,Romance",2012-03-28
My Best Friend's Girl,"Romance,Comedy",2008-09-19
Cabin Fever,Horror,2003-08-15
The Reaping,Horror,2007-04-05
The Do-Over,"Action,Adventure,Comedy",2016-05-27
The Dark Tower,"Fantasy,Action,Science Fiction,Adventure",2017-08-03
Jenny's Wedding,"Comedy,Drama",2015-07-31
Goon: Last of the Enforcers,Comedy,2017-03-17
Fire with Fire,"Action,Crime,Drama,Thriller",2012-08-31
Cockneys vs Zombies,"Comedy,Horror",2012-08-31
Kaboom,"Comedy,Drama,Mystery,Romance,Science Fiction,Thriller,Horror",2010-10-06
The Three Kings,"Comedy,Adventure,Fantasy",2001-12-12
Cube Zero,"Mystery,Science Fiction,Thriller",2004-10-10
The Hills Run Red,"Horror,Thriller,Mystery",2009-06-12
Disturbing Behavior,"Mystery,Horror,Science Fiction",1998-07-24
"Il ricco, il povero e il maggiordomo",Comedy,2014-12-11
Immortal,"Drama,Action,Science Fiction",2004-03-13
My Cousin Rachel,"Drama,Romance",2017-06-08
Haywire,"Action,Drama,Thriller",2011-11-01
Snow Dogs,"Comedy,Family,Adventure",2002-01-18
Masters of the Universe,"Action,Fantasy,Science Fiction,Adventure,Thriller",1987-08-07
Pathfinder,"Adventure,Action",2007-01-11
Hellraiser III: Hell on Earth,Horror,1992-09-11
Max Steel,"Action,Adventure,Science Fiction",2016-10-14
The Angriest Man in Brooklyn,"Drama,Comedy",2014-05-23
Hot Pursuit,"Action,Comedy,Crime",2015-05-08
You Don't Mess with the Zohan,"Comedy,Action",2008-06-05
Moms' Night Out,Comedy,2014-03-25
Artemis Fowl,"Adventure,Fantasy,Science Fiction,Family,Action",2020-06-12
The Bay,"Horror,Science Fiction,Thriller",2012-09-13
C.H.U.D.,"Horror,Science Fiction",1984-08-31
Hudson Hawk,"Action,Adventure,Comedy",1991-05-23
Love Wedding Repeat,"Comedy,Romance",2020-04-10
Lavender,"Drama,Thriller",2016-11-04
High-Rise,Drama,2015-11-22
Clown,Horror,2014-11-13
Jean-Philippe,Comedy,2006-04-05
Chain Reaction,"Science Fiction,Action,Drama,Thriller",1996-08-02
Earth Girls Are Easy,"Comedy,Science Fiction",1988-09-08
Good on Paper,"Comedy,Romance",2021-06-23
The English Teacher,"Comedy,Drama,Romance",2013-05-16
Red Dawn,"Action,Thriller",2012-03-15
Urban Legend,"Horror,Thriller",1998-09-25
Thunder Force,"Action,Adventure,Comedy,Science Fiction",2021-04-09
Surviving Christmas,"Comedy,Romance",2004-09-21
The Dentist,"Horror,Thriller",1996-06-07
Trauma Center,"Action,Thriller",2019-12-06
The Man with the Iron Fists 2,Action,2015-03-10
Ask Me Anything,Drama,2014-04-19
Skiptrace,"Action,Comedy,Thriller,Mystery",2016-07-21
Mickey Blue Eyes,"Comedy,Crime,Romance",1999-08-16
The Green Inferno,"Horror,Thriller,Adventure",2013-09-08
Herbie Fully Loaded,"Comedy,Family,Adventure,Fantasy,Romance",2005-06-22
The House Bunny,"Romance,Comedy",2008-08-22
Renegades,"Thriller,Action",2017-08-21
Prom Night,"Horror,Thriller",1980-07-18
Revenge of the Nerds II: Nerds in Paradise,Comedy,1987-07-10
Kill Me Three Times,"Comedy,Thriller,Mystery",2015-04-10
Viral,"Drama,Horror,Science Fiction",2016-02-18
Girl Most Likely,Comedy,2012-09-07
The In-Laws,"Action,Comedy",2003-05-23
El Camino Christmas,"Comedy,Crime,Drama",2017-12-08
The Volcano,Comedy,2013-10-02
Z for Zachariah,Science Fiction,2015-08-13
Universal Soldier: Regeneration,"Adventure,Action,Science Fiction,Thriller",2009-10-01
Voice from the Stone,"Drama,Mystery,Romance",2017-04-28
Picture Perfect,"Romance,Comedy",1997-08-01
Joe Versus the Volcano,"Comedy,Romance",1990-03-09
The Hole in the Ground,Horror,2019-03-01
Blue Mountain State: The Rise of Thadland,Comedy,2016-02-02
Runner Runner,"Crime,Thriller,Drama",2013-09-24
Love Lasts Three Years,"Romance,Comedy",2011-12-10
Freaks – You're One of Us,"Drama,Fantasy,Thriller",2020-09-02
You Get Me,"Thriller,Romance,Drama",2017-06-19
Noah,"Drama,Adventure",2014-03-07
The Banger Sisters,"Comedy,Drama",2002-09-20
Hell Fest,Horror,2018-09-27
Alvin and the Chipmunks: The Squeakquel,"Comedy,Family,Animation,Fantasy,Music",2009-12-21
Joshua,"Drama,Thriller,Horror",2007-01-21
Skylines,"Science Fiction,Action",2020-10-25
Evidence,"Horror,Thriller,Mystery",2013-07-19
Bait,"Action,Horror,Thriller",2012-09-05
Ra.One,"Adventure,Action,Science Fiction",2011-10-24
Drop Zone,"Action,Thriller",1994-12-08
Diana,"Drama,Romance",2013-09-19
Billionaire Boys Club,"Drama,Thriller",2018-07-19
Open Season 3,"Adventure,Animation,Family,Comedy",2010-10-21
Aliens in the Attic,"Adventure,Comedy,Family,Fantasy,Science Fiction",2009-07-31
The Hallow,"Fantasy,Horror",2015-11-06
Some Kind of Beautiful,Comedy,2015-07-16
Hall Pass,"Comedy,Romance",2011-02-25
Lucky You,"Drama,Romance",2007-05-01
Non c'è campo,"Comedy,Romance",2017-11-02
The Last Exorcism,"Horror,Thriller",2010-08-27
Bulletproof,"Comedy,Crime,Action",1996-09-06
See You Yesterday,"Science Fiction,Drama,Adventure,Crime,Action",2019-05-03
The Nutty Professor,"Fantasy,Comedy,Romance,Science Fiction",1996-06-26
Garfield,"Animation,Comedy,Family",2004-06-10
Little Fockers,"Comedy,Romance",2010-12-21
The Texas Chainsaw Massacre 2,"Comedy,Horror",1986-08-22
Our House,"Horror,Drama,Thriller",2018-07-27
Office Christmas Party,Comedy,2016-11-25
Smokey and the Bandit II,"Action,Comedy",1980-08-15
Reindeer Games,"Thriller,Action,Crime,Drama",2000-02-25
The Slumber Party Massacre,Horror,1982-11-12
Pathology,"Crime,Horror,Thriller",2008-04-11
Turbo: A Power Rangers Movie,"Action,Adventure,Family,Fantasy,Science Fiction,Thriller",1997-03-27
The Black Dahlia,"Drama,Crime,Thriller",2006-09-15
Flubber,"Comedy,Family,Science Fiction",1997-11-26
Survivor,"Crime,Action,Thriller",2015-05-21
Playing for Keeps,"Comedy,Romance",2012-11-29
Dinner for Schmucks,Comedy,2010-07-30
Kiss of Death,Action,1995-04-21
Wild Card,"Thriller,Crime,Action",2015-01-14
Beverly Hills Ninja,"Comedy,Action",1997-01-17
Rumor Has It...,"Comedy,Romance",2005-12-22
Sibyl,"Drama,Comedy",2019-05-24
"Legally Blonde 2: Red, White & Blonde",Comedy,2003-07-02
Dark Was the Night,"Horror,Thriller",2014-10-17
Si vive una volta sola,Comedy,2021-04-28
The Vanishing,"Thriller,Mystery",2019-01-04
Captive State,Science Fiction,2019-03-15
The Haunted Mansion,"Thriller,Fantasy,Comedy,Family,Mystery",2003-11-25
Chapter 27,Drama,2007-01-25
The House,Comedy,2017-06-29
Universal Soldier: The Return,"Action,Science Fiction",1999-08-05
The Predator,"Science Fiction,Action,Adventure,Comedy,Horror",2018-09-05
Men at Work,"Comedy,Crime",1990-08-24
Amusement,"Horror,Thriller,Mystery",2008-10-09
The Getaway,"Action,Crime,Drama,Mystery,Romance,Thriller",1994-02-11
Indovina chi viene a Natale?,Comedy,2013-12-19
Three to Tango,"Comedy,Romance",1999-10-22
Little Evil,"Comedy,Horror",2017-08-08
Sherlock Gnomes,"Animation,Family,Fantasy,Comedy,Adventure,Mystery",2018-03-15
Gods of Egypt,"Action,Adventure,Fantasy",2016-02-25
Boomerang,"Comedy,Romance",1992-06-30
Buffy the Vampire Slayer,"Action,Comedy,Horror",1992-07-24
In Fabric,"Horror,Fantasy,Comedy",2018-12-06
On the Road,"Adventure,Drama",2012-05-22
Murder Party,"Comedy,Horror",2007-10-12
Serena,Drama,2014-10-12
D-Tox,"Action,Thriller,Horror",2002-01-04
Maximum Risk,"Action,Thriller",1996-09-13
Redcon-1,"Action,Horror,Science Fiction",2018-09-07
Exit Wounds,"Action,Crime,Thriller",2001-03-13
Rogue,"Action,Adventure",2020-08-20
Detention,"Horror,Comedy,Science Fiction",2011-03-16
Wish Upon,"Horror,Thriller,Fantasy",2017-07-07
Misconduct,"Thriller,Drama,Mystery",2016-02-05
The Final Destination,"Horror,Mystery",2009-08-26
Yogi Bear,"Comedy,Family,Animation,Adventure",2010-12-17
Return to House on Haunted Hill,"Horror,Thriller",2007-10-03
Semi-Pro,Comedy,2008-02-28
9 Songs,"Drama,Music,Romance",2004-05-16
Big Ass Spider!,Science Fiction,2013-10-17
Get Over It,"Comedy,Romance",2001-03-08
American Pie Presents: Beta House,Comedy,2007-12-10
The Tuche Family: The American Dream,Comedy,2016-02-03
Last Days,Drama,2005-06-12
Cadaver,"Drama,Horror,Thriller",2020-10-22
Come and Find Me,"Drama,Thriller",2016-11-11
Invasion U.S.A.,Action,1985-09-27
Sabotage,"Action,Drama,Thriller,Crime",2014-03-28
Wrong Turn 3: Left for Dead,"Horror,Thriller",2009-10-20
Fun Size,Comedy,2012-10-24
Twin Murders: The Silence of the White City,"Drama,Thriller",2019-10-25
Ogni maledetto Natale,Comedy,2014-11-27
The Cloverfield Paradox,"Horror,Science Fiction,Action,Thriller",2018-02-04
Captain Ron,"Adventure,Comedy,Family",1992-09-18
The Last Legion,"Action,Adventure,Fantasy,War",2007-04-19
"You, Me and Dupree","Comedy,Romance",2006-07-13
Classe Z,Comedy,2017-03-30
Knight of Cups,"Romance,Drama",2015-02-08
Godzilla,"Science Fiction,Action,Thriller",1998-05-20
The Crucifixion,"Horror,Mystery,Thriller",2017-04-27
They Came Together,Comedy,2014-06-27
Leprechaun,"Comedy,Horror",1993-01-08
My Favorite Martian,"Comedy,Drama,Family,Science Fiction",1999-02-11
An Easy Girl,"Comedy,Drama",2019-08-28
When Angels Sleep,"Thriller,Crime",2018-09-07
Æon Flux,"Science Fiction,Action,Thriller",2005-11-30
Fantastic Four: Rise of the Silver Surfer,"Adventure,Fantasy,Action,Thriller",2007-06-13
Budapest,Comedy,2018-06-27
The Paperboy,"Thriller,Drama,Mystery",2012-09-14
The Box,"Thriller,Science Fiction",2009-09-17
Vengeance: A Love Story,"Thriller,Drama",2017-03-16
A Case of You,"Comedy,Romance",2013-11-06
Admission,"Comedy,Drama,Romance",2013-03-21
The Rental,Horror,2020-07-23
The Bonfire of the Vanities,"Crime,Comedy,Drama",1990-12-21
Dark Water,"Horror,Mystery",2005-07-08
"War, Inc.","Action,Adventure,Comedy,Thriller",2008-04-28
Striptease,"Comedy,Crime,Drama",1996-06-28
Penny Pincher!,Comedy,2016-09-28
The Incredible Burt Wonderstone,Comedy,2013-03-14
G.I. Joe: Retaliation,"Science Fiction,Adventure,Action,Thriller",2013-03-27
Arthur,"Comedy,Romance",2011-04-08
Spy Kids 2: The Island of Lost Dreams,"Action,Adventure,Family,Comedy",2002-08-07
The Strangers: Prey at Night,"Horror,Thriller",2018-03-07
House on Haunted Hill,"Horror,Mystery,Thriller",1999-10-29
The Night Listener,"Drama,Thriller",2006-02-12
The Astronaut's Wife,"Drama,Science Fiction,Thriller",1999-08-26
Slaughterhouse Rulez,"Action,Comedy,Fantasy,Horror",2018-10-31
Norbit,Comedy,2007-02-08
Horse Girl,Drama,2020-01-27
White Noise,"Drama,Horror,Thriller",2005-01-07
Are We There Yet?,"Family,Adventure,Comedy,Romance",2005-01-20
George of the Jungle,"Adventure,Comedy,Family,Romance",1997-07-15
Lady in the Water,"Drama,Fantasy,Mystery",2006-07-20
View from the Top,"Comedy,Romance",2003-03-21
Confessions of a Teenage Drama Queen,Comedy,2004-02-17
Alone,"Science Fiction,Fantasy",2017-02-08
The Medallion,"Thriller,Fantasy,Action,Comedy",2003-08-15
Machete Kills,"Action,Crime,Thriller",2013-09-12
The Guilt Trip,Comedy,2012-12-19
Brüno,Comedy,2009-07-08
The Day the Earth Stood Still,"Drama,Science Fiction,Thriller",2008-12-10
There's Someone Inside Your House,"Thriller,Horror,Mystery",2021-09-24
By the Sea,"Drama,Romance",2015-11-12
Catch That Kid,"Family,Action,Adventure",2004-02-06
College Road Trip,"Comedy,Family",2008-03-07
Cowboys & Aliens,"Action,Science Fiction,Thriller,Western",2011-07-29
The Rhythm Section,"Action,Thriller",2020-01-31
Bad Teacher,Comedy,2011-05-16
Babylon A.D.,"Action,Adventure,Science Fiction,Thriller",2008-08-20
The Grudge,"Horror,Mystery",2020-01-01
Mute,"Science Fiction,Mystery,Thriller",2018-02-23
Diary of the Dead,"Fantasy,Horror,Science Fiction,Thriller",2008-02-22
Shocker,Horror,1989-10-27
Psycho III,"Horror,Thriller",1986-04-02
An American Haunting,"Horror,Thriller,Mystery",2005-05-05
Savages,Comedy,1995-12-15
Cyborg,"Science Fiction,Action",1989-04-07
[REC]⁴ Apocalypse,"Thriller,Horror",2014-10-31
L'abbiamo fatta grossa,"Comedy,Family",2016-01-28
The Damned,"Thriller,Horror,Mystery",2013-10-17
On the Other Side of the Tracks,"Comedy,Action,Crime",2012-12-15
Leprechaun 2,"Comedy,Horror",1994-04-07
Tremors 4: The Legend Begins,"Action,Comedy,Horror,Western",2004-01-02
"Big Mommas: Like Father, Like Son","Crime,Comedy,Action",2011-02-16
Bliss,"Science Fiction,Romance,Drama",2021-02-05
The Beach Bum,Comedy,2019-03-21
Exists,Horror,2014-03-17
Mirrors 2,"Horror,Mystery,Fantasy",2010-10-18
Honeymoon in Vegas,"Comedy,Romance",1992-08-28
Soap Opera,Comedy,2014-10-23
Cop Out,"Action,Comedy,Crime",2010-02-26
Nine,"Drama,Music,Romance",2009-12-03
The Sitter,Comedy,2011-12-09
Flipper,"Adventure,Family",1996-05-17
War Machine,"Comedy,Drama,War",2017-05-26
Babe: Pig in the City,"Adventure,Comedy,Drama,Family,Fantasy",1998-11-25
Regression,"Horror,Mystery,Thriller",2015-10-01
The Green Hornet,"Action,Crime,Comedy",2011-01-12
Without a Paddle,"Comedy,Action,Adventure,Thriller",2004-08-20
Terminal,"Crime,Drama,Thriller",2018-05-10
We Are Still Here,Horror,2015-06-05
Dreamcatcher,"Drama,Horror,Science Fiction,Thriller",2003-03-21
Tifosi,Comedy,1999-10-01
Taxi,"Action,Comedy,Thriller,Crime",2004-10-06
White Noise 2: The Light,"Thriller,Horror,Fantasy",2007-01-05
The Cured,"Horror,Drama,Science Fiction",2017-11-24
Beyond Re-Animator,"Comedy,Horror,Science Fiction",2003-04-04
Universal Soldier: Day of Reckoning,"Action,Science Fiction,Thriller",2012-10-04
The Scorpion King,"Action,Adventure,Fantasy",2002-04-18
Jem and the Holograms,"Fantasy,Music,Family",2015-10-22
Retreat,"Horror,Drama,Thriller",2011-10-14
Joe Dirt,"Mystery,Adventure,Comedy,Romance,Drama",2001-04-10
Blood and Chocolate,"Drama,Fantasy,Horror,Romance",2007-01-26
12 Rounds 2: Reloaded,"Action,Adventure",2013-06-01
The Oranges,"Comedy,Romance,Drama",2011-09-09
The Possession of Hannah Grace,"Horror,Drama",2018-11-29
The Emoji Movie,"Animation,Family,Comedy",2017-07-23
Employee of the Month,"Comedy,Romance",2006-10-06
The Omen,Horror,2006-06-06
Taxi 4,"Action,Comedy",2007-02-10
The Dinosaur Project,"Adventure,Action,Horror",2012-08-09
Suspect Zero,"Crime,Thriller",2004-08-27
Evan Almighty,"Fantasy,Comedy,Family",2007-06-09
I Am Wrath,"Action,Crime,Drama,Thriller",2016-04-14
Truth or Dare,"Horror,Thriller,Mystery",2012-08-05
Dumb and Dumber To,Comedy,2014-11-12
The Watch,"Comedy,Action,Science Fiction",2012-07-26
The Juror,Thriller,1996-02-02
Animals United,"Animation,Family,Comedy",2010-10-07
Hatchet II,"Horror,Comedy,Thriller",2010-08-26
Darkness Falls,"Thriller,Horror",2003-01-24
Taxi 5,"Comedy,Action",2018-04-07
Kill Command,"Action,Horror,Science Fiction",2016-05-13
Jeruzalem,Horror,2016-01-22
Bullet to the Head,"Action,Crime,Thriller",2012-03-22
Collide,"Thriller,Action",2016-06-10
Sorority Row,"Horror,Mystery",2009-09-09
Shutter,"Horror,Mystery,Thriller",2008-03-21
The Lawnmower Man,"Science Fiction,Horror",1992-03-05
In the Tall Grass,"Horror,Drama,Thriller",2019-09-20
Friend Request,"Horror,Thriller",2016-01-07
One for the Money,"Action,Comedy,Crime",2012-01-26
12 Feet Deep,"Thriller,Horror",2017-06-20
Dude,Comedy,2018-04-20
The Wild,"Family,Animation",2006-03-06
Sandy Wexler,Comedy,2017-04-14
Unfriended,"Horror,Thriller,Mystery",2015-04-17
Grave Encounters 2,Horror,2012-10-12
My Soul to Take,"Horror,Mystery,Drama",2010-10-08
Cool World,"Animation,Comedy,Fantasy",1992-07-10
All the Boys Love Mandy Lane,"Horror,Mystery,Thriller",2006-09-09
Camping,Comedy,2006-04-26
Down a Dark Hall,"Thriller,Drama,Fantasy,Horror",2018-08-01
COVID-21: Lethal Virus,"Science Fiction,Thriller,Horror",2021-01-01
100 Feet,"Horror,Thriller",2008-07-22
Twisted,"Action,Adventure,Crime,Drama,Thriller",2004-02-27
Beethoven's 2nd,"Family,Comedy",1993-12-14
Ghost Rider,"Thriller,Action,Fantasy",2007-01-15
Hellboy,"Fantasy,Action,Adventure,Science Fiction",2019-04-10
Finalmente la felicità,Comedy,2011-12-16
Over Her Dead Body,Comedy,2008-02-01
Coffee & Kareem,"Comedy,Action,Crime",2020-04-03
A Nightmare on Elm Street,"Horror,Mystery,Thriller",2010-04-30
King Solomon's Mines,"Action,Adventure,Comedy",1985-11-22
The Misfits,"Action,Thriller",2021-06-03
The Fly II,"Horror,Science Fiction,Thriller",1989-02-10
Looking for Teddy,Comedy,2018-06-20
Spinning Man,"Mystery,Thriller",2018-04-06
The Transporter Refueled,"Action,Thriller,Crime",2015-09-02
Would I Lie to You? 3,Comedy,2012-01-31
Royal Palace,Comedy,2005-11-23
The Polka King,Comedy,2017-01-22
The Numbers Station,"Action,Thriller",2013-04-18
Trespass,Thriller,2011-10-13
Garfield: A Tail of Two Kitties,"Comedy,Family,Adventure,Animation",2006-06-15
Venom,"Horror,Thriller",2005-09-16
Hulk,"Science Fiction,Action",2003-06-19
Wanderlust,"Comedy,Romance",2012-02-23
Whiteout,"Action,Crime,Mystery,Thriller",2009-09-09
A Serbian Film,"Crime,Horror,Thriller",2010-06-16
Rebound,"Comedy,Family",2005-07-01
Leatherface,"Horror,Thriller,Mystery",2017-09-14
Down to Earth,"Fantasy,Comedy,Science Fiction,Romance",2001-02-16
Dirty Dancing,"Drama,Romance",2017-05-24
The Circle,"Drama,Thriller,Science Fiction",2017-04-27
Ex 2: Still Friends,Comedy,2011-10-07
Women Vs Men,Comedy,2011-02-04
Made in America,Comedy,1993-01-06
Superchondriac,Comedy,2014-02-26
Welcome Aboard,Comedy,2011-10-05
Burying the Ex,"Comedy,Horror",2014-09-04
Diary of a Nymphomaniac,"Drama,Romance",2008-10-17
Joe's Apartment,"Comedy,Fantasy",1996-07-26
Couples Retreat,"Comedy,Romance",2009-09-19
Head of State,Comedy,2003-03-28
I Give It a Year,"Comedy,Romance",2013-02-08
The Accidental Husband,"Comedy,Romance",2008-02-29
The Grudge 2,"Horror,Thriller",2006-10-13
Torno indietro e cambio vita,Comedy,2015-06-18
Mortdecai,"Comedy,Adventure",2015-01-21
Showgirls,Drama,1995-09-22
Premature,Comedy,2014-07-02
The Brice Man,Comedy,2005-01-01
"Dude, Where's My Car?","Comedy,Science Fiction",2000-12-15
Air Bud,"Comedy,Family",1997-08-01
Saving Silverman,"Comedy,Crime,Romance",2001-02-09
The Crow: City of Angels,"Action,Fantasy,Thriller",1996-08-29
Fatman,"Action,Comedy,Fantasy",2020-10-19
The Mummy,"Fantasy,Thriller,Action,Adventure,Horror",2017-06-06
Pompeii,"Action,Adventure,History,Romance,Drama",2014-02-18
Showtime,"Action,Comedy",2002-03-14
Scary Movie 4,Comedy,2006-04-12
Rampart,"Crime,Drama",2011-11-23
Supergirl,"Adventure,Fantasy,Action,Science Fiction",1984-07-01
Kim Possible,"Family,Action,Adventure,Comedy,TV Movie",2019-02-15
A.C.O.D.,Comedy,2013-10-03
Fathers' Day,"Comedy,Family",1997-05-09
Open Water,"Drama,Thriller,Horror",2004-08-06
The Other Side of the Door,"Thriller,Horror",2016-02-25
Io & Marilyn,"Comedy,Romance",2009-12-17
Christmas Wedding Planner,"Romance,Family,TV Movie",2017-12-14
The Deaths of Ian Stone,"Horror,Thriller",2007-12-05
Fear and Desire,"Drama,War",1953-04-01
The Covenant,"Fantasy,Horror",2006-09-08
Wildling,"Horror,Fantasy,Thriller,Drama",2018-04-13
Airport '77,"Action,Adventure,Drama,Thriller",1977-03-11
Tooth Fairy,"Comedy,Family,Fantasy",2010-01-14
My Bloody Valentine,"Mystery,Horror",2009-01-16
Superman III,"Comedy,Science Fiction,Action,Adventure",1983-06-17
Secret Obsession,"Drama,Thriller",2019-07-18
Killing Season,"Action,Thriller",2013-07-12
The Man with the Iron Fists,Action,2012-11-02
The Dukes of Hazzard,"Comedy,Adventure,Action",2005-08-05
A Faithful Man,"Comedy,Drama,Romance",2018-12-26
Tremors 5: Bloodlines,"Action,Adventure,Comedy,Horror,Science Fiction",2015-10-06
Extraterrestrial,"Horror,Science Fiction",2014-10-17
The Hills Have Eyes 2,"Horror,Thriller",2007-03-22
Wine Country,Comedy,2019-05-08
Revolt,"Science Fiction,Action",2017-07-01
Agent Cody Banks 2: Destination London,"Comedy,Action,Adventure,Family",2004-03-12
Deck the Halls,"Comedy,Family",2006-11-22
Cube 2: Hypercube,"Thriller,Science Fiction,Mystery",2002-04-15
Within,"Horror,Thriller",2016-10-18
From Prada to Nada,"Comedy,Drama,Romance",2011-01-28
Seventh Son,"Adventure,Fantasy",2014-12-12
Look Who's Talking Too,"Romance,Comedy",1990-12-14
Good People,"Thriller,Crime,Action",2014-08-12
